,Review
108,"As the daughter of a man who fought in WW2, together with all other male relatives in our family, I was anxious to see this film which should have been both an emotional and educational experience. Sadly for us it was a disappointment and left us wondering exactly why the film is called ""Dunkirk"".There are good performances and some emotional scenes, particularly at the beginning of the film. But the time line was so confusing and the beach was so empty considering that there were well over 300,000 men awaiting evacuation. And where were the 800+ small boats which sailed back and forward over a period of 8 days and, together with the larger British destroyers and merchant ships, saved almost 340,000 soldiers. We saw endless air battles which were beautifully filmed but weren't exciting or effective.Finally the music - Hans Zimmer is a wonderful composer of film music and his creation for this film was effective. But why so loud and so much? It was almost impossible to hear some of the text and I'm astonished that a director of the caliber of Nolan thought that this would add to the tension. Sometimes silence says far more than the constant background of very loud music.I presume that many of these things won't bother a younger audience but I believe that the story of Dunkirk deserved to be more accurate. The most annoying thing was the fact that in the brief introduction to the film, where there is an explanation as to the situation of the trapped soldiers, the enemy surrounding the soldiers is not named - they are just 'the enemy'. What happened to naming them as the German Army or the Nazi Army?"
109,"I had very high expectations for Christopher Nolan's latest offering as I'm a big fan of his previous work but Dunkirk is the first of his films I really don't care for. For pros I would say the cinematography, sound mixing and soundtrack are excellent but Dunkirk was missing the most important elements for any film; Characters and a story!!I was blown away by the opening scene and thought this would be another masterstroke by Nolan but there are so many problems with it. Apart from the lack of any interesting characters, the script feels so aimless at times and while watching the film I felt like someone was constantly pressing stop and rewinding. I also had a problem with the dialogue. The lines between the characters were very rigid and did not move the plot along. There was very little emotion in Dunkirk and while I did like the soundtrack I thought too much emphasis was placed on trying to convey tension through the music, be it the ticking of the clock or harsh synths building to a crescendo in the background. The strangest thing and most disappointing was that the film feels like it is building to something bigger the whole time like a grand finale but it never arrived. I had no problem with the fact that the story was non-linear but it doesn't matter what pattern the story is laid out in if there are no people at the centre of the story. I really don't understand how the ratings are so high so far because it doesn't deserve the plaudits it's receiving. I expect the rave reviews to continue as film critics don't seem to be able to judge a film for themselves these days.Very disappointed."
110,"Some spectacular scenes but overall sloppy and at times annoyingduring the Dunkirk battle , RAF LOST about 90 planes and the Germans almost 400. The movie showed only Tom Hardy (and briefly 2 of his mates) taking out 10 or so German planes 800 civilian boats helped evacuate Dunkirk . We saw at most 30 close on 400,000 soldiers were evacuated. Where were they in the movie ? All we had was a couple of hundred either lining up on the beach or ducking for cover from the occasional (previously mentioned 10) German planes -other than opening scene , NO land battles. In reality , Dunkirk town was bombed by Germans with 1000 civilian casualties Tom Hardy runs out of fuel yet not only glides for ages but even manages to shoot another plane down !what was the point in casting Tom Hardy? Could hardly hear him behind his mask which he only took off at the end annoying ""music"" - continual frantic violin with occasional accompanying crashing of drums and other instruments ONE redeeming feature - no unnecessary romance !!"
111,"Nolan's craftsmanship is outstanding. However, movie lacks captivating story and connection with characters. There are only few moments. Other wise, it just seemed like most expensive reenactment for documentary movie. It certainly wasn't what I am looking in fictional movies (you all do understand that this was fiction? Based on true story, yet fictional. Dunkirk happened, yet not like in this movie. It was a lot more messier and bloodier. In the end this seemed like big budget fan film for one WW2 battle). Tom Hardy's performance was very Bane-ish (after watching the movie you'll know what I mean), so if he wasn't pushed on by studio, just because movie needed big name to be in this big budget movie, then Nolan made mistake by casting him. Would be better with someone with no name (at least no name at the moment). Must admit that even I didn't like movie story wise, I admired cinematography. All shots and effects were outstanding, I wish there would be more movies like this every year. It was so nice to enjoy those practical effects. If there was CGI (there definitely was CGI in the movie), it wasn't obvious. Overall, movie felt original and fresh. It was great attempt from Nolan. Can't wait for his next movie."
112,"The film is about an unacknowledged story of WW2 where 400000 men, on a beach, were struggling to survive. Movie shows that despite large in number but still helpless to fight, 300000 soldiers were rescued off the beach by civilians. And instead of getting booed for their cowardliness, they were respectfully welcomed in their homeland. Basically showing a fresh perspective on war that sometimes survival is also a victory. The moment you walk out of theater, you will forget the film. No strong characters, unnecessary time line shifts to show a straightforward story made me loose interest in the film. IT IS JUST AN ORDINARY FILM. What could've made it interesting? A focus on how the French sacrificed a lot as an allied force knowing that only 30,000 can survive and British were the first preference. A focus on why only 30,000 soldiers could be saved. This is an interesting one. The water at the beach was very shallow and only one ship could sail ashore at a time during high tide (every six hours or so). A proper background of the events that led to 4000000 soldiers stranded on the beach. It was one of the most clever plan by Germans to make them helpless. Leaflets were thrown (start of the film) asking the french to look at the map. They are surrounded by German army on the front and ocean on the back. There is no way but surrender. However the french saw the shallow ocean as an opportunity to escape ad survive. All these details are missing."
113,"Firstly, i want to say i enjoyed the film, nothing amazing like the critics and Christopher Nolan fans have made out but i think he achieved what he set out to do, with all the parameters he set himself regards to the differences with actual Dunkirk history and the filmmaking style he wanted to use.It certainly isn't one of the greatest war films ever made, far from it but it is a decent experiment in filmmaking, if your into that kind of thing.Me and my friend both thought it was like a good film you watch at home on a Sunday afternoon. And having watched it on the big screen i would say that thats the best way to fully enjoy it too, at home, which i would rather have seen it at. You'll understand when you see it, its just one of those films.If you watch this in Imax like i did, make sure you take a tissue because the sound becomes unbearably loud after a little while and you may need to plug your ears up, especially when the aircraft segments start and with the bigger explosions abit later on. Even with tissues in ears its pretty loud too but its nicely bearable.So if you do go and watch it at the cinema then i wholeheartedly recommend watching it in the standard 2D screens, mainly because of the unbearably loud volume and bassy sounds in Imax, mixed with the other film soundtrack noises makes everything sound muffled. And also because it isn't such the big visual spectacle as they've lead us to believe. Nolans previous films and those of say Ridley Scott or Peter Jackson have given more scope and reason to watch their films in an Imax screen.Overall though, i found the film enjoyable, JUST above average. It plods along nicely for a 95 minute feature, with 10 minutes of end credits also. There isn't a dull moment in this from my perspective. Nolan does make you feel sorry for the characters he wants you to feel sorry for, but for a war film it isn't a greatly emotional one. I don't understand why its been given such high ratings as the visuals, sound, story, character development and overall feel don't warrant such grand praise. I can understand why half the audience have really disliked it for the above reasons also, as there was no storyline and there's barely a character for the audience to attach themselves to. Plus there's a lot of difference in regards to the sheer numbers of aircraft's, boats and people not present here. I did feel the grandness of the peril these boys were actually in really missing because of this scaling down from Nolan, which was his conscious choice to leave out. I have to admit that adding CGI here and there really would have given this moment of history a more realistic vision of it's devastating scale.I expected to see really amazing choreographed air combat sequences too but they were just OK, they did the job but nothing spectacular or exciting. There have been way better and breathtaking aircraft combat scenes from most other films, war or sci-fi!If you didn't know Christopher Nolan's intentions in his film as i've briefly alluded to above and are expecting to see an epic masterpiece of a war movie in the vein of films by directors like Stanley Kubrick, Michael Cimino, Brian De Palma, Oliver Stone, Ridley Scott, Francis Ford Coppola, Steven Spielberg or Mel Gibson, where the visuals mesh breathtakingly with story, characters and emotions then you may be disappointed with Dunkirk. Dunkirk feels more like a brief and confined moment of an evacuation, with small scale pockets of peril at its heart, and knowing that will help you appreciate this better, hopefully, but by how much i don't know, for me its a 6/10, just above average.It's definitely not on the scale the critics and fanboys have sold it on, for a general audience! Even though i enjoyed it i still don't see how such high ratings are being thrown at this. And its a shame the film doesn't convey the epic grand scale feeling of terror that history has told us."
114,"In a scene, Tom hardy saves thousands of lives by making a fighter plane go down to ashes. But the scene had no impact on me as an audience. This is in fact the problem with this aesthetically perfect movie. We do not feel for the soldiers at any point of time. Hans Zimmer's soundtrack is overused to such an extent that the focus goes to the music score instead of the visuals. Dunkirk could have done so any things right just by having a higher run-time. In 100 odd minutes, the movie just, don't move us. It had all the perfect components for a movie that would remain in our hearts for times to come, but getting out of the cinema hall, only the burger I had in between remained with me. Not the best Nolan film Not the best war film Not even the best film of the year"
115,"I've now spoken with 4 other people who saw this movie and all of them felt the same way. I know how much of a darling Christopher Nolan is to the film critics. That said, without going into a long detailed account of this movie I'll just say this.This is a movie that could have been a great movie but wasn't. At the end of this movie you will not remember one character's name. (It's hard to remember what you never knew to begin with.) You will not know how many civilian boats came to the rescue of the trapped soldiers. You will not know how many civilians lost their lives trying to save the soldiers. You will not really know why or how the trapped soldiers ended up on the beach to begin with. You basically will have seen a few action scenes that take place on or near the beach at Dunkirk. That's it. REALLY! No story was told. No emotions get stirred or are touched.It would have been better if they had included information prior to the end credits. It would have helped if they had shown actual photos or video from the actual rescue, maybe include real survivors ... and on and on.Another frustration was the difficulty understanding the limited amount of dialogue, due to the never ending loud music. At the beginning I was wishing for subtitles. Then I realized that whatever they were saying was inconsequential. If this movie had been silent, I'd have left feeling the same way.This is a shallow, visually entertaining snippet of what could have been a good movie. Whereas with Quenton Tarantino, you wish his films were edited to remove an hour from them, with this movie it's just the opposite. You wish the director had told the story of Dunkirk rather than show a few action scenes of what it might have been like to have been there."
116,"Christopher Nolan's Dunkirk was heralded everywhere as his greatest achievement yet, so you can imagine as a big fan of his i was excited to see it.Well, that excitement turned to disappointment very fastThe first 30 minutes are very impressive, the camera-work, the direction, the pacing are fantastic, the film has the best ship sinking scene filmed since titanic, the air battles are also exceptionally well filmed, and are way more subtle and realistic than most films.The problems however stem from two different, but very important things.first of all, the film has no characters, none of them are developed at all, we don't have a protagonist to root for really, all the actors are just used as props for the big battle scenes without any personality or investment.i feel like Nolan was so happy with how well he story-boarded his big scenes that he only realized he forgot to write actual characters in the movie when the cameras were already rolling, which is really confusing to me, because Nolan used to be one of those directors who prioritized characters over the plot in most of his movies, sometimes even to their detriment (like the dark knight rises).but this was just a big spectacle with zero personal investment, granted the sequences themselves were exceptionally well executed and filmed so kudos to Nolan for that, he really took it to the next level, but if we're not invested then no matter how well it's done we wont care, so the movie unfortunately became boring very quickly, which wasn't helped by the other big problem.The movie becomes very repetitive. We see an amazing ship sinking sequence, with mouths wide open, but then the next big sequence is another ship sinking, and then another, and then another, the same with the plane fight sequences, they just did the same thing over and over, and since we weren't invested to begin with, it became even more boring.So the movie was ultimately an exercise in futility, Christopher Nolan wasted one of his best directorial achievements on a movie with his worst writing one. Resulting in an impersonal, albeit impressive film, that lacks heart and character."
117,"Hard to understand the hype attached to this movie. As usual Director Christopher Nolan's penchant for the non-linear method of direction makes the usual shambles of the story line. Given the promotion for this movie I expected more and waited, unrewarded unfortunately, for the seminal moment that would lift the movie above the average to the epic magnitude of the actual event. The movie lacked .... scale. For example the RAF lost well over 100 aircraft during the evacuation but Nolon would have you believe only 3 RAF aircraft showed up. The Germans also lost well over 100 aircraft, some say closer to 200+. Same with the loss of equipment. Left on the beach at Dunkirk were enough weapons and equipment to equip 8-10 Divisions, and included 800+ field guns, 500 anti-aircraft guns, tanks, trucks etc etc None of that scale was represented. In fact the long lines of troops waiting on the beach in the opening scenes soon disappeared and the beaches were left empty in many scenes long before the movie reached its peak. The Seminal Moment in the actual event was that some 700+ small boats left England to help rescue the stranded troops. Nolan managed a ""fleet"" of about 10 or 12. Again, no sense of scale. Many are claiming this is one of the best war films ever. I don't think so. I felt short changed to be honest because it lacked the scale of, for argument sake, the opening scenes from Saving Private Ryan."
118,"Just watched the movie on 70mm film and the image quality was exceptional. For the most part it was an enjoyable and entertaining history film about survival during war. It had some great suspense and thriller elements to it. In fact some of the sequences were very Hitchcockian in nature that they reminded me of Hitchcock's Foreign Correspondent. If i had to categorize this movie i would say it's an Action-Thriller that takes place during war.My first problem was the Sound & Music. Both were too loud, annoying, distracting, and monotonous that several people got up and left. I almost did. It's the same problem that the dark knight rises suffered from. They mixed the sound so high to make the action and explosions appear grand but it fails since the visuals don't work. There's only one director who can direct great action and explosions and make it look grand and epic that i almost believe its a work of art, which in a way it is. That director is none other than Michael ""Bad Boys"" Bay.Second problem i had with the movie was too many cuts to secondary characters that i didn't care about. Not to mention i barely cared about any of them since I never got to know them. They should have stuck with just three stories: the pilot, the father and son, and the two soldiers trying to survive. Period. I don't care about the generals, random soldiers, or Cillian Murphy's character either.Third problem i had with the movie was it didn't have a grand scale or scope the way it was advertised. The film tries hard to want to be epic but fails. On the posters it states that over 400,000 men were trapped but in the movie i didn't see that at all. Honestly, it was more like 2,000, then there was like two planes in the sky and a half a dozen boats. Really? That's what you called grand? If you enjoy a historical Action-Thriller that's full of suspense then definitely check it out. Bring some ear plugs if you can."
119,"In Mrs Miniver the film had a propaganda even jingoistic elements that inhabited its story and characters.Dunkirk is a technical masterpiece but the story lacks an emotional core despite having excellent actors such as Tom Hardy, Kenneth Branagh and Mark Rylance. At one point I thought where is Hardy?The film is set in a nonlinear fashion and unlike Saving Private Ryan, director Christopher Nolan has eschewed blood and gore.Set in 1940 thousands of Allied soldiers have retreated to Dunkirk waiting to be picked up and sailed back to Britain. We focus on Tommy, a young soldier who has survived a German ambush. He meets another young soldier called Gibson on the beach, who is burying a dead body and says little. They try to make their way onto a ship by acting as stretcher bearers and taking a wounded man aboard a hospital ship. We see these two young men just wanting to survive and each time they meet with some unforeseen event.Dunkirk shows the evacuation from land, sea, and air. Rylance plays a small boat fisherman who along with his son and another young boy are sailing to Dunkirk to pick up survivors. They have already picked one up along the way who is heavily shell shocked. Yet his story is hampered by an appalling side plot of a young man injured and wanting his old school to know that he did something important.As the film has little dialogue, Nolan wants to create atmosphere and suspense through its visuals and music. In that sense it only partly succeeds because the film lacks dramatic impact."
120,"In this movie, you are a fly on the wall watching scenarios from various soldiers and civilians during the battle of Dunkirk. You don't get to know the characters therefore care very little of what will happened to them. It's portrayed quite realistically. The flight sequences are the best one, but they are not long sadly and quite far in between. Everything looks authentic. Could not tell where it was used CGI. Recommended to war buffs and history freaks. If you want an exciting and good story, look elsewhere."
121,"This was one of the biggest movie buildups of the summer. Before I went to see it I was picturing a Dunkirk version of Saving Private Ryan with realistic war scenes around a set of characters that you got to know and care about, and followed them through some type of struggle.If you separated each scene from the movie they were visually fantastic. But, when you put them all together you still had only a series of great looking clips, not an engaging movie. The lead characters were virtually indistinguishable from the other 400,000 soldiers. You never got to know them as individuals, so it had no impact when something happened to them. Nothing was ever explained, so if you don't know the historical context you still won't know the significance of the event, or even what really happened after you see this movie.I've seen much more interesting and clear documentaries on TV. If you are going to this movie expecting it to be the next big thing, you will likely be disappointed."
122,"The best war films have one major thing in common: they focus on the people rather than the events. If you shuttle us from one event to another without focusing on the people, then the attempt is hollow and shallow. Unfortunately, this is the type of film that Nolan gives us. He moves us from one area with hardly any characterization at all. So why should we be emotionally vested? I had my doubts as well when this movie was given a PG-13 rating. The best war films of the past forty years or so have all be R-rated films. Storytellers and filmmakers know not to hold back on the horrors of war. Veterans of Dunkirk speak of how it was like being in hell. We don't feel that nearly poignantly enough. Dunkirk was an event that saw over 800 ships involved in the rescue as well as several hundred British aircraft (not the lone three that we see in the film), of which approximately 177 were lost. Furthermore, the combined efforts of the British/French troops holding off the Germans in the various towns isn't even addressed except for a couple of minutes during the opening scenes. Dunkirk should have been a 3-hour film, encompassing the entire theater that was Dunkirk, with focus on characters in various places to give us the sense of the desperation of what the Battle of Dunkirk was all about. Instead, Nolan chooses to only focus on small aspects of the battle without giving us much substance at all.The pulsing music ultimately fails as well, utilizing a similar style as the one used to introduce the Joker in Dark Knight. Except, instead of using it for ten minutes to increase the intensity, it's used throughout the entire film! Ultimately, because of its overuse, the music loses its power and effectiveness and ends up becoming just annoying. Despite its glaring flaws, the cinematography is very well done. The air combat scenes were impressive, as three planes do their best to protect the boats and ships attempting the rescue. Historically, 243 ships were sunk. A prime opportunity should have been utilized to really get a feel for these civilians trying desperately to cross the channel. Instead, we get a wasted effort.I could easily list over twenty war films that are far superior to Dunkirk. And given that it was one of the pivotal events of World War II, it should have been given the respect that its veterans deserve. The movie lacks cohesiveness as well as emotion. Nolan should refrain from doing another war film. Not only did he fail to utilize characters as the focal points, he failed historically as well, which is nearly a crime in and of itself."
123,"As other reviews here describe in great depth, Nolan has successfully implemented the best of visuals and sound effects. However, the hype created by trailers falls pretty short of describing a genuinely intense and desperate evacuation that took place during the whole battle.At first, the trailers looked as if the Commonwealth Army fought a desperate retreat to 'home'; however, what we see are repetitive scenes that of a handful of Stuka divers getting destroyed by a group of just three RAF fighters, only one of which keeps on the skies while the other two survive on the same escape boat.Its not the setting or the diversion of the director's traditional way of telling one of history's most important events as an all out war (like what one could remember from The Enemy at the Gates or Saving Private Ryan), but the lack of depth in showing the true nature of that hasty evacuation that took place when news had spread that German forces from all sides would be surrounding the allied landing within hours. What we see instead is anonymous soldiers simply changing boats from ships and vice versa, and finally reach 'home sweet home' without really showing much of the real blood that was spilled in order to protect those who were to be evacuated. So, although the movie launches off nicely, it goes monotone within 45 minutes.I wish Nolan had shown the French lines that there were holding their ground from the Germans and relate all that with the evacuation that was taking place. Its just too plain."
124,"Saw it this weekend and thought it clever and well done but ultimately uninvolving despite the high level of tension it keeps up. I think it was overpraised by critics who admire Nolan as a technician, and I'd give it no more than a 6/10. It was interesting to see how Nolan converged the three time lines on a single point, but the dynamic in each timeline was very different. The one hour RAF timeline with Tom Hardy was pure action. Hardy's character makes two moral decisions, one quite unexpected, but you have to pay close attention to see them. Since I get chills whenever I see footage of a Spitfire, which Mark Rylance's character rightly calls the most beautiful airplane ever built, I was fully involved, but this action sequence didn't have the weight to carry one third of the movie. See Messerschmitt, dodge Messerschmitt, shoot Messerschmitt, da capo al fine.The most conventional segment, with the most character realization, was the one day timeline with Mark Rylance as a civilian pleasure boat owner displaying middle class stiff upper lip. His reasons aren't fully disclosed until the end, and there's a coda that, in the light of hindsight, gives you the difference between what happened and how it was reported and passed into memory. More I can't disclose without a spoiler.The one week timeline involving the troops on the beach is a failure. There simply wasn't enough social interaction among the men for the audience to relate to them as individuals or to their experience. Inarticulate fear will only take you so far, and that's all Nolan had to offer with the squaddies. It would have been more effective if ""Tommy,"" whose name we never hear, were part of a small unit instead of a lone straggler-fugitive trying to attach himself to others. Then there might have been some grumbling, some mordant humor, some defeatism, or some other character developing conversation among people who already knew and trusted one another. Not here. Kenneth Branagh's character was a very heavy-handed Basil Exposition and nothing more. Nolan uses him to give a data dump and then ignores him till the next data dump is needed to orient the audience.Apparently Nolan finds the prospect of drowning while trapped under water to be particularly horrifying. He returns to that situation several times, in different settings and from different viewpoints. This contrasts with the complete absence of realistic wounds from the bombing; in that respect, the picture is as sanitized as a 1950s war movie. There are a few good throwaway lines. One that sticks in the mind is that as Tommy makes his way through a French barricade towards the beach, one of the French soldiers mordantly wishes him bon voyage."
125,"I was very disappointed with this movie. I have liked previous Nolan movies but this one left me feeling cheated that I had spent that much money to see it. It was boring and unrealistic.One scene had a ship getting hit with a bomb and immediately rolling on it's side then remaining afloat.At the end a plane runs out of fuel and seemingly defies the laws of physics by gliding forever and ever shooting down a plane before landing on the beach. They kept showing shots of the beach with lines of soldiers that nowhere approximated over 400,000 soldiers. Same with the amount of ships and boats and planes. The hype of this being one of the best war movies ever had me expecting something special. Instead it had me sitting there wondering when the fantastic movie was going to start. I waited in vain. Instead I left the show with a headache from the noise bombardment from the soundtrack.My biggest sense of wonder was that they had spent that much money making it. I wanted to like this movie but it never happened for me."
126,"Given the outright gushing of critics in praising this film, I was quite surprised to discover Dunkirk to be not only not deserving of such praise, but even worse, to be a cacophony of minimalist nonsense, topped off by one of the most ridiculous film climaxes in recent memory (more on that later). ""Possibly the best war film of all time?"" Not quite, I could name dozens better. In fact I struggle to think of many that are worse than this. My goodness, where to begin...First I do not understand where the $150 million budget was spent. The actual story of the Dunkirk evacuation involved - literally - hundreds of thousands of men, and hundreds of boats and planes. In this film, we see....a few hundred men? 30 boats? Something like six planes? Where is the grand scale that a story like Dunkirk deserves, or really, demands? There was no grand scale. That is a heinous omission and oversight and ultimately fails to tell the story of Dunkirk as it should be told. And if you don't want to use CGI to achieve that scale, that's fine, but then either expand the real numbers of extras and props so it replicates what Dunkirk was actually like, or, don't do the film. A few soldiers standing around on the beach looks incredibly silly when the characters say on more than one occasion that there are over 300,000 men there. Where are they? We never saw them. Ludicrous.Similarly, we see a few boats here and there, and a few planes. This does not come close to approximating the flotilla of ships, boats and other watercraft used - in reality over 800. It's hard to appreciate what a tremendous achievement the Dunkirk evacuation was - ultimately, the aim of this film I suspect - when we never actually see that achievement occur. We see a few boats and few planes. Literally a drop in the bucket of what Dunkirk was. Yet at the conclusion, as the men are disembarking, back safe in England, we are supposed to be swept up in a swelling feeling of appreciation for something that we never actually witness. Very bizarre.The soundtrack, if you can call it that, was an escalating collection of random and intrusive blaring instruments that can be best described as 'noise.' I have no idea what the goal was there. Perhaps it was an attempt to convey what one might feel, the intense experience one might have, if he or she was in a war-time situation like this. Perhaps. A professional critic called it 'bombastic' and that's probably being generous. I am not lying when I tell you I had to take an Advil when I got back from the theater, thanks to the crazily escalating noise that overwhelms the latter part of the film. Yikes.As for the climax, the scene of a Spitfire seemingly free of the laws of physics and gravity is bereft of all logic, and was such an eye-rolling piece of nonsense, no amount of criticism on my part can do it justice. Let's just say planes cannot keep flying indefinitely, much less maneuver and successfully engage other aircraft, when that plane has run out of fuel. The film deserves to be panned for this ridiculous scene alone.This is not a great war film, it's not even a good war film. It is not typical or traditional story-telling, I will give it that. There are stretches of this film that lack dialogue and there is zero character development. While different, that's hardly unique (it's been done before). Perhaps some critics haven't understood that 'different' does not automatically translate to 'good' or 'great' - sometimes, it does not.Put down the Kool-Aid. As my brother said to me when we walked out of the theater last night, ""Assuming I would like this, I thought I would go see this again over the weekend. Not only am I not doing that now, I won't even bother watching this once it's on cable or Netflix."" True that, bro. 5/10."
127,"As a WWII buff (listening to ""The Longest Day: Music From The Classic War Films"" as I type), I had expected to be first in line when this film came out but I hesitated after reading initial reviews. While extremely positive, many reviews commented on aspects of the film, from the non-linear narrative structure to the choice of characters focused on, that left me feeling that I would not enjoy the movie. I finally broke down and saw it because of its continued box office performance but found it as lackluster as I'd feared.Present-day WWII movies just don't hold a candle to the classics (All Quiet on the Western Front, The Longest Day, Bridge on the River Kwai, Patton, and my all-time favorite film, The Great Escape), nor even big-budget mediocre fare from relatively recent times like A Bridge Too Far or The Battle of Britain. There's way too much pretentious nonsense in modern war movies. Every filmmaker these days has to make a ""statement"" about the horrors of war, as if intelligent viewers weren't already aware of that fact. Therefore, instead of a good story with appealing and memorable characters we get one that focuses on ""the coward,"" because in the modern-day mindset, anyone who acts in war with dignity and courage and self-sacrifice is seen as unrealistic and somehow a dupe of the evil powers that be. None of those characters was remotely interesting or appealing and the time shifts were totally unnecessary. In addition, the omnipresent music was a total turn-off. There was never any chance to actually hear the real sounds of war, which includes silence and the banter of soldiers trying to make the best of a bad situation. All told, this is the most-overrated movie I've seen in years. Thank God I have the classics on VHS and DVD."
128,"I was expecting an epic film from all the hype and trailers. The number of evacuees didn't resemble the real images of the exodus that took place at Dunkirk. The numbers were thinned down for this film, maybe 10,000 heads compared to 390,000 missing from the screen. the film was purely smoke and mirrors when it came to the soundtrack, repetitive and leaving you expecting something was going to happen... I feel at utterly disappointed when it ended."
129,"The movie has so much potential in the first 10 minutes but then it falls apart. While Nolan is trying to decide if the movie wants to be Saving Private Ryan or another Memento, he forgets to build any characters or narrative that anyone can care about. What a shame given the cast he had at his hand. He was just unable to direct them or bring together anything redeeming or with any level of depth. Aside from the first 10 minutes, there are some beautiful cinematography. However, the scenes are shot on different days. One sunny and the other overcast. So the beautiful visuals are unable to sustain any type of mood across the length of the movie. At the end, it's clear the story was too ambitious for Nolan and he was just unable to put it together."
130,"Make no mistake, from a technical perspective Dunkirk is an absolute achievement in filmmaking. Shot in portion on IMAX and completely on film, it's a visually gorgeous movie with breathtaking cinematography of dogfights in the sky and battles at sea. The sound effects and mix are possibly the best I've ever heard in a film! The gunshots are and loud, frightening, and realistic and every scene with a plane closing in sounds as if it i flying right above the audience making for an all the more immersive experience. And as always, Hans Zimmer delivers another excellent and powerful score that is one of the best I've heard in a film in quite sometime.Yet, Dunkirk makes the same mistake that many technical and visually impressive films do, it forgets to give us any reason to care about what's going on within it's craft. Nolan has made a film that is strictly about the event that took place and has chosen to tell it in an unconventional non-linear structure with three different areas of the event taking course over the span of a week, day, and hour. By within a few minutes dropping us into all the chaos unfolding and not stating the structure aside from brief ""One week...etc."" cards in the very start, it takes a little bit of time to fully grasp the way the story is being unfolded and difficult to get into during the first act with things moving at such a quick pace . The biggest issue with Dunkirk though is that there is nothing to get invested in. I'm debating whether to even say this movie has any characters because none of them have any depth, personality, or background. This is a film where we are suppose to be rooting for the survival of these people, yet aren't given any reason to care about them other than the fact they are soldiers fighting the enemy. As the film progressed, I found myself not wanting to see where the actual story would progress, but instead hoping that there would be something else I could appreciate visually or technically to keep me from losing complete interest.Another big issue is that Nolan desperately wants this to be a grim and horrific portrayal of war. However, this is difficult to do when the film is restricted to the boundaries of a PG-13 rating. This is the perfect example of a film that needed an R rating to fully be effective in what it was trying to do. Take films such as Saving Private Ryan or the recent Hacksaw Ridge in which the battle scenes become borderline horror films due to not just their suspense, but brutality and graphicness. Not that Dunkirk needed to be a Gibson gorefest, but it's portrayal of war feels all too tame and can't deliver on the level of suspense that's built up in the scenes proceeding it.That isn't to say the film isn't without tense scenes, one in particular where soldiers are hiding in a ship that is being shot at for target practicing is particularly nerve-wrecking as well as the climax and the ending are also very well done. As for the acting, there isn't a bad performance here, but with little dialogue or much to do other than look frightened the cast isn't given a lot to work with to show off much. Tom Hardy's role could have been played by any other actor and it wouldn't have changed a thing which can be said for most of the cast here.For a film that has openly taken pride in how experimental, unique, and going against what is norm in Hollywood, Dunkirk ends up being exactly what Nolan has been criticizing. It's a complete exercise in spectacle that's trying to get a pass with it's unique style and filmmaking techniques to excuse it's lack of depth and emotional core. I can appreciate Nolan for taking a different approach to a war film and it certainly showcases his talent as a director, but just because it's different doesn't automatically make it good and without any real depth, characterization, or emotion only further provides evidence of his weakness as a writer. If the film had been trimmed down to 30-40 minutes and released as an IMAX feature it would have been much more impressive, but the film itself is an empty exercise in technical achievement that's in it's own way a new breed of cynical filmmaking."
