,Review
111,"Okay, i don't know how this movie got such good reviews i don't get it. First the fighting scenes are annoying because the camera moves too much and you can barely see what they' re doing. Second for GOD SAKE this tow words "" FEAR "" and "" AFRAID "" are almost half of the script , no kidding they say those words more than 50 times on the movie it is really annoying !!!! Oh and do not forget those movement of batman, he basically have the same powers than superman, there are some scenes where he is flying , you don't see him using his stuffs. Katie Holmes had a good acting , even if in half of the time you see her she is like crying or about to. Besides those things the movie has a good story , and the guy that did Batman did good , even if i don't see him as a batman his acting was good. Oh and one more thing God! did you noticed how his voiced changed when he was batman and when he was Bruce when he is batman he has a deep scaring voice and when he is Bruce he has a normal kinda of gay voice. That doesn't really fit"
112,"I have a strange relationship with the Batman franchise - I never really *want* to see the movies, but when I do, I generally enjoy them. I even like ""Batman and Robin"", but that is probably because it has stylistic links to the ""Batman"" TV series of my childhood (campy and played for laughs). Before anyone writes hate mail to me - yes, Clooney was wrong for the role, and the film strays way away from the story as set in the first two films, but I'm not a rabid Batman fan, and taken on its own merits (?), it is no worse than a lot of other films.So, to ""Batman Begins"" - sheer apathy made me buy it on DVD. I wanted something to watch that evening, and I recognised the title, so I bought it. I knew nothing about any of the younger members of the cast (Christian Bale, Katie Holmes - who?), and expected nothing but brainless entertainment. In many ways I was not disappointed, especially in the first twenty or so minutes - all that washed-out rubbish in China or Tibet or wherever, and the thoroughly lousy acting of Liam Neeson reprising his thoroughly lousy acting in ""Star Wars Episode 1"" - that man is going downhill fast! However, I began to buy into the Bruce Wayne character as a result of Bale's acting. He was a nice amalgam of the Keaton and Kilmer versions of Wayne/Batman - there is a strand running through the roles that makes for some sort of coherence.Beyond that, I saw a fairly pathetic supporting cast (Katie Holmes - nice breasts, but can she act?; Michael Caine - ""I always wanted Geilgud's role in ""Arthur""""; Rutger Hauer - ""I don't care what I'm in as long as I'm paid""), a weak story that seems to have been written by committee, and so little light that you can miss whole chunks of action, but I still enjoyed it far more than I expected. Christian Bale may turn out to be a great actor - he certainly carried this film on his own.In general, I have now watched it a couple of times. It could have been better made, the director could have tried to get stronger acting out of the supporting cast, and the story could have been better, but on the whole it is a thumbs up."
113,"I have to admit, I am a fan of the original Batman films, Robin and all. I feel that any other Batman remake or reboot out there would be insufficient to me and would not meet my expectations like the originals did. This is the obvious reason why it's taken me seven whole years to sit down and finally watch the bloody movies (also the fact that I saw the preview for the dark knight rises, and it looked pretty good, so i had to do my homework beforehand).With that being said, the movie is good. It's not as excellent as some have portrayed it to be, yet it is not a movie i didn't enjoy. There are highs and lows to every movie, and this one is no exception.I'll admit, the first half of the film had more lows than highs. Christian Bale was a mopey, drab, depressing Bruce Wayne, someone I found I could not relate to nor enjoy as a main character. I know he was searching for himself and had lost his parents, but his overall dark mood left me a bit cold. While the movie itself was supposed to have dark undertones throughout, overall it was a bit TOO dark for me. Being over-saturated with drama and darkness does not make a movie great - rather, it's the humour (even subtle, made to match a dark movie), the action (or climax, depending on the kind of movie), the relationships and more that are all added together to make a perfect blend. For the most part, I do not feel that was attained.With the second half of the movie though, it reached more of what my expectations were. The action sequences were full throttle and left me feeling revved up, Bruce was much more likable after turning into Batman, some subtle (but very well done) jokes were thrown into the mix, and the relationship between Bruce and his childhood friend (Katie Holmes) was much more believable than it was in the first half. In fact, by the end I was hoping they would get back together in DKR (but seeing as she's not credited for a role, i guess not). Gary Oldman, Morgan Freeman, Liam Neeson and Alfred the Butler all deserve nods for bringing in some much needed alleviation from the gloom that is Batman Begins.Overall, stick through the slightly slow-paced and sluggish first half of the film (save for a couple of fight scenes, primarily the one at the beginning), and you will very much be rewarded with the great second half!"
114,"I really, REALLY loved ""Batman Begins."" I thought it was an amazing recreation of the myth established by Tim Burton but ruined by the later, lighter, messy affairs by Joel Schumacher. Batman Returns had a well-structured screenplay, wonderful cinematography, and well-developed personalities and characters. I really, REALLY wanted to LOVE ""The Dark Knight,"" but I just could not. The performances are amazing--wonderful acting. The movie, however, falls flat on some of the technical aspects of the film production itself. Action-packed scenes were impossible to follow. The opening scene of clowns was too long and boring. Batman's excursion into Lau's office building was impossible to follow, either due to editors' shredding the continuity of the scene or simply the scene was played just too dark and too fast. The heroic and intense rescue of the masked hostages suffered from the same fate: camera-work too fast and disjointed and too dark. In both cases, perhaps too much of the action lay outside the camera lens and would have required too much panning back and forth?Then there is the Batman Voice!! And there are so many others commenting about the Batman Voice--including online spoofs--that I know that I am not alone. I just could not understand him, like one spoof asks, ""What,are you gargling marbles?"" My inability to understand the Batman Voice in this second movie made it impossible to understand a lot of the dialogue and therefore some of the core plot developments. Finally, between Batman's garbled voice and the SUPER LOUD MUSIC, it was so hard to hear the last 4 minutes of the movie,even Commissioner Gordon's monologue--the KEY to why Batman is now called The Dark Night. So very frustrating."
115,"Prior to watching Batman Begins i had my doubts. However, they were dispersed in that movie theater. This is a great reboot of the franchise. I particularly like the way it had been made realistic and closer to reality.Of course, we still stay in the realm of fiction, but Batman's gear and vehicles are just a step beyond what you'd see in a typical action flick, even a James Bind movie.The layer that elevates Batman Begins from your average comic book hero is a vague social message. Yet, i didn't think much about it and proceeded watching Bruce Wayne dealing with the bad guys."
116,"This is a solid movie for the beginning of the dark knight trilogy this one isn't so great as the others but still decent to watch the villian was kinda forgettable even it is a classic villian in de comics. The preformance of Liam Neeson as the villian is great , overall this movie was decent but wasn't the best dc movie I have seen."
117,"Batman Begins is overall a good movie but in my opinion it lacks some aspects. First of all the acting and the hallucination effects were good but I didn't like the depiction of Gotham City in the movie. Gotham city was a bit too realistic, I always pictured it as a fantastic, Gothic City not something similar to New York. Also there seemed to be some plot holes as at the end of the movie we don't know what happened to the people who contracted the virus. We don't see whether they managed to effectively mass produce the antidote and the faith of the people of Gotham. The bit in the end about Joker was also a good transition into the original Tim Burton movie. The movie should have had more fantastical elements but director Nolan seems to have taken a more realistic approach to the theme of superhero. Overall in my opinion it could have been better: 6/10"
118,"Is it just me, or was the movie okay? Everyone is talking about how great it was, but it's like they weren't REALLY watching the movie, they were just wanting to be entertained.First off, Batman Year One, is the darkest Batman comic, and this movie is based on that comic right? Well it wasn't that dark. I mean it did have moments, don't get me wrong, but from all the things I read about this movie before and while it was being made, it was supposed to resemble a Blade Runner type look, and follow the Year One series closely. I don't think it did that. They modernized Gotham way too much. And Batman didn't have that intensity he should have when he is Batman. He is a character where you don't know what he is...he's a good guy who's extremely conflicted and somewhat twisted. He is tormented by bats, and by the murdering of his family. He is in true essence a vigilante superhero, but they glorified it to the point where he was just a superhero.Don't get me wrong, it destroyed Joel Schumacher's versions. BUT Tim Burton had a darker feel to it. The look of the film, the coloring, the way Batman acted and spoke. Very short, very brief and very mysterious. I didn't think he was like that in this movie. Also a lot less modern, which gives it that darker feel. ( I mean it was always raining in the movie if it wasn't night time)Another problem I had was the actors. Morgan Freeman is an awesome actor and his character was one that could have been played by an unknown....it wouldn't have mattered. Same with Gary Oldman. I mean there isn't much you could have done with Gordon, but you didn't need an actor of that caliber to play that role.Having Liam Neeson as the villain wasn't convincing enough. He's better as a good guy. He's a great actor, don't get me wrong, but I don't think he's made to play a villain. And then there's Katie Holmes. Well her acting wasn't that great, and she looked to young to be with Bale. Just didn't fit.All in all, they could have done a better job with it, if they made it darker, and used more unknowns as opposed to getting big named actors to play these small roles. If they did it more in the vein of ""The Crow"", that would have been a movie to watch. You may alienate some of the audience, but the true fans would have appreciated it more.Also, if Darren Arronofsky would have directed it like he was supposed to, I think the movie would have been more to what I expected it to be. Like I said, maybe it's just me, but I think people nowadays don't seem to care anymore. Star Wars Episode 3 sucked.........bad acting (except Ewan McGregor)...terrible dialogue......too colorful and not dark enough looking.....a lot of bad scenes....but still people liked it. Were they more nostalgic to see Star Wars again on the screen, and not care about all the holes and such? As opposed to being able to criticize it? I felt somewhat the same with this movie. Oh well...maybe the next one will be what I wanted."
119,"It's reaching a point at which I no longer have any idea of what to make of these comic-book derived superhero movies. The budget must have been lavish. You ought to see Gotham. The glass boxes of yesteryear have become a little more baroque, so that Batman can swing from cartouche to Churrigueresque spatial decoration. Actually, he does do a lot of swinging, as well as zipping up and down, but he doesn't have to. He can leap from the top of a skyscraper and flutter his way elsewhere like a flying squirrel. Somewhere in the silent film archives is a short shot of a man jumping from a platform wearing a pair of wings strapped to his arms. He falls immediately to earth. Batman doesn't. He just make a loud fluttering noise, as of a bat. He also has a lot of gadget and an armor suit and what-not -- not including a gun -- that makes it possible for him to do impossible things.Where did he learn his principles, after his mother and father were killed by a poor person in the bifurcated society of the future? And where did he pick up his mano-a-mano combat skills? And where did he find all those gadgets that make James Bond look like a tyro? Christian Bale got them from a host of first-rate supporting players, including Liam Neeson as his faux guru, Morgan Freeman as the custodian of armor and weapons too expensive to sell to the army, Gary Oldman as one of the few upright police officers in Gotham, and Michael Caine as the ever-helpful Alfred. Every one of them is splendid. Even the villainous parts -- Rutger Hauer, for instance -- are neatly delivered, and Cillian Murphy, as the psychiatrist who has developed a hallucinogenic substance to poison Gotham's water supply, is superbly prissy and haughty. Tom Wilkinson is fine too, as Carmine Falcone, one of the honchos who will bring the city to its delirious knees. I thought I saw John Hurt in the cast, but no -- a dead ringer. Katie Holmes is very nice to look at, with her cherubic face, but she isn't given much to do.There is some mumbo jumbo about ""finding your inner self"" and all that. ""In order to conquer fear you must become fear,"" intones Liam Neeson somewhere in Tibet. But the acting and the Philosophy for Dummies are all distractions for the real star of the movie -- the special effects. They've turned the Batmobile into what one cop describes hesitantly as ""a tank."" The visual effects are overwhelming. They are to the rest of the movie what a wrecking ball is to the abandoned tenement it destroys.If you like special effects, especially those that reveal a city on which the sun never shines, although the rainfall is copious, this is your movie. You'll just have to sit through a little thoughtful advice on how to come to terms with your anger -- and you don't get the girl at the end, either."
120,"This 140-minute film we have here is the first from writer and director Christopher Nolan's Batman trilogy and if he wasn't considered a top-notch director before already, then this film lifted him up into the elite where he still is today with everybody talking about Dunkirk. But we talked about that one on another occasion already and now lets take a look at the only film from the trilogy that is missing the ""Dark Knight"" in the title. The lead actor in this over 10-year-old film is of course Christian Bale still before his Oscar win and it's not about great acting from him here as it is all about the story. But still for example the likes of Neeson and Caine managed awards-worthy performances. It was a pretty good idea to have Wayne's mentor and trainer become his worst enemy at the very end and it also fits really well with Nolan's dark 0% comedy approach to Gotham City, very different from Burton or West or everybody else. It's almost a catastrophe movie, well with what is happening to Gotham it is and the tone fits in well, also with Bruce's emotional state. I personally could have done without the Scarecrow story as he felt rushed in, but he is also not a character to be a main antagonist for an entire film really, at least not with Murphy playing the character or Scarecrow's looks. Tough challenge. Maybe make the mafia boss or Hauer's character more influential instead with the time gained. Or just make it a 110-minute film.Freeman and Oldman well they were okay I guess, but also as I like them both I expected a bit more. Holmes at least brings in one female character and that's good. But in the center of it all, it is about Wayne making his peace with the past and finding his determination and destiny and like I said the way they used the League of Shadows (Neeson), it was truly interesting in my opinion. People generally consider this film probably the second best from the trilogy after film number 2, but I would say it is my least favorite. That doesn't mean it was weak or anything though. It only means that the other two are better. At the end of this one here, we get a very interesting reference already about a certain clown character turning Batman's life into hell in the sequel. As for this one here, I recommend seeing it in the unlikely case that you still haven't. Only people who really hate superhero films should skip it and it's probably also not an essential watch to appreciate films 2 and 3. I know it is not a superhero film really, but still it is very similar. There are some lengths in the middle part and overlong action sequences, but these style-over-substance parts don't keep it from becoming a quality movie. Go check it out, these almost 2.5 hours certainly fly by."
121,"The movie was OK, just that okay. There's more hype, and build up into this being a rebirth, starting over and being as good or better than the first and living up to the success of other recent comic movies, but that's not the case. The first Batman with Michael Keaton is still the best of the series of these. He looked better, acted better and gave of a better air, aura of both Bruce Wayne and Batman. elements of the first should've been incorporated into this version as well, as it was the most successful. Not, well what they did, without giving anything away. The movie's not a dud though had some good action, and training background info to add to his origin."
122,"I finally saw BB and was expecting great things from the reviews it received last summer. While not a bad film, it didn't have that dynamite punch you expect from a film touted as a summer blockbuster. I found the very beginning confusing and it took me 40 minutes in till I started finding it entertaining and not boring. The beginning is from the title, it shows how Bruce Wayne trained to become a deadly fighter with a secret organization. He goes back to Gothem after being gone years to rid the city of crime. Rachel, the girl he had a crush on, is an assistant DA and one of the few that has not been bought by the mob. The movie shows how Bruce developed the bat suit, mobile,and weapons. And of course he must battle the surprise (though he was gone/dead) villains at the end who want to destroy Gotham with a chemical that makes people crazy.FINAL VERDICT: OK, but not that great story you need to be a big hit. Spiderman was much better with how they showed the hero obtaining super hero moves."
123,"Here we have a film that could have easily gone wrong in so many directions but actually proved you can revive a dying franchise. It had the atmosphere and the cast to give new life to the cape and cowl.However the film was flawed. I guess it varies from person to person as to what they want to get out of Batman, but this movie had everything I didn't want to see and not enough of what I love about the character.I felt there were large portions of the movie, like when Bruce is gathering his resource to make all the bat stuff, that could have easily been a montage and had the same effect. It felt like the entire second act of the film could have easily been reduced to three 2 minute scenes and nothing would have been lost.The first act of the movie and the last act are engaging and exciting. But the loss of momentum in the middle killed it for me. By then end I was trying to get back into the action but I just wasn't in the mood. I think there should have been more focus placed on the villains. The conflict seemed more like a weak device than a real story. I had other problems too (like I didn't much like the costume or the bat mobile and Katie Holmes and Rutger Hauer could easily been cut from the movie with little or no damage to the plot among other things), but most of them stemmed from my knowledge of the comic and its an adaptation so you have to let things slide.Like I said before, the cast is great and the atmosphere is right. The movie had kinks, it wasn't perfect and I don't know that I would say I loved it. It does, however, have all the right ingredients for a superior sequel. So let's hope."
124,"Christopher Nolan. A good, ex-indie director. Christian Bale. Besides Johnny Depp (and maybe Leo DiCaprio), possibly one of the best actors of the newer generation (The Machinist, USA Psycho anyone!?!). Morgan Freeman, Michael Caine, Rade Serbedzija( plays the bum, I'm a local patriotist, what can I say), Liam Neeson. A whole lot of outstanding actors. Katie Holmes. Hmmmm... Don't know whose idea THAT was... I have only seen the film once, in a lousy, sub-standard cinema so my opinion might not do much justice to BB, but...The overall directing and photography is way above average, Bale and Caine are more than adequate to their roles, the Scarecrow has definite potential...So, what's wrong with this movie? Screenplay. I mean,either Goyer had a frontal lobotomy prior to writing this awful scenario, or he just isn't the man for the job. Austin Powers is a Shakespearian playwright in comparison. Furthermore,Lian Neeson is reduced to a ""No Mr Bond, I expect you to die"" kind of villain, and looks like he and Goyer went on a group lobotomy course. Guess there was a discount or sth. Katie Holmes? I stand before you, speechless. This is NOT to be taken in a good way.And last, but not least, what happened to the Batman theme intro? I understand Nolan's tendency to completely re-invent the series on celluloid, but leaving out Danny Elfman was a grave mistake. I hope they'll rectify it in the next Dark Knight. And put the Joker in it (as hinted in the end), and make lil' Katie die a most gruesome death, and evolve Scarecrow (know I'm boooring, but he has potential),and get Goyer a fresh brain (the one he has is,well, used, chewed and spat up). Rushing into things, aren't I? What to say at the end?All in all, I found BB to be a refreshment to the series. Sure, it's full of flaws (Nolan is not to blame, Warner is), but which Hollywood film of recent production isn't? Sure, the screenplay is a half-witted ""look daddy,I know all 20 letters of the alphabet"" piece of brain-bleach ( I'm referring to the dialogues, not the whole thing), but it's still better than the Billy? Rachel? crescendo in The Ring 2.Nonetheless, when you watch and perceive Batman Begins as a whole, you just might take a sincere liking to it. At the end, it's Batman! *No latex nipples included"
125,"I came into this movie with high expectations, but was increasingly disappointed by the end. There was no one aspect that really annoyed me, but rather a lot of smallish things that seemed to taint the experience. Firstly, I thought that Bale was a wise choice for Batman, although I've never really understood what Bruce Wayne has got to do with a bat, but that's not something you could pin on this movie. Well not completely anyway as they attempt to sort of explain it away with the whole fear symbol thing, and the well at the start - still nuts if you ask me... Anyway, that's not important, what is important is the confusion that engulfs our view of Bale throughout the movie. Some of the worst points being: His relationship with his parents - this is not presented very well, with his memories of his father more likely to furrow the brow than produce tears. Bale's motivations - they are not easily understood - why go see Wilkinson's mob boss after he kills the guy who killed his parents. This seems to be a random or arbitrary way to send him off on his quest. Also, what's the deal with his turning on Neeson and his cronies in such a big way on the spur of the moment? One minute he's learning from them - the next he almost kills them all. A tad abrupt perhaps? And speaking of Neeson and his League of Shadows, or whatever, I'll put it simply - their whole plot is ludicrous. How do a bunch of guys living on a mountain succeed in creating a depression in the biggest city in the world, and why do they think it better that a whole city should tear itself apart instead of live with a high level of crime. Surely they could wield the (unlikely) power they seem to have to improve the situation in Gotham? This leads me to the bad guys as a whole. Being from Ireland I was delighted to hear that the two main villains of the film were from here, but on viewing the film I was a bit let down by the way they were used. Neeson and Murphy are both excellent actors and could have been perfect as complicated modern bad guys, but I think they were let down by the script and direction. I was expecting something brilliant from the scarecrow character when he was shown initially, but it all went downhill after his introduction. All he gets to do is spray Batman with his fear thingy and then capitulate in a random sort of way as the plot comes to an end. Why does he turn into a wet blanket when Batman traces him to the asylum and what the hell is with the scene where he gets tazered while sitting on a horse! Neeson starts out very well as a mentor for Bale, but as soon as he comes back to initiate his insane plan he does not make the same impression. His last scene is also rubbish, bearing more of a resemblance to Speed 2 than a great villain death. Also can anyone tell me why a monorail has so much screen time in the film, I know his dad built it, but it's not that interesting... Possibly my biggest complaint about the film is the style with which they shot the action/fight scenes. It's funny that a much lesser known (and also quite silly) film, that also stars Christian Bale, has endlessly better action scenes. If the fight scenes of Batman Begins were more like those in Equilibrium then maybe I would have left the cinema feeling a whole lot more satisfied. As it is they feel like you are watching a brawl in fast-forward, through the bars of a cage. This must surely have annoyed a few people? Altogether, I got the feeling that a large part of the movie was a victim of committee-thinking. Scenes seemed to pop up out of nowhere as if a spare director had been allowed in on one day of the week. Examples of this were the scene where Katie Holmes' co-worker finds the thingummy in the crate - and is then killed. This had me wishing that they served headache tablets with the popcorn, and was made worse by Holmes' brief mention of it again - to explain why she was so crabby at that time - I mean what the hell!!! Anyway, it wasn't all bad, Freeman was fine as the Batmechanic and Michael Caine produced the only real comic moments of the Movie. I didn't think much of Katie Holmes' performance though, she had no central motivation or character trait and suffered from the wishy-washy style of a lot of the movie. Wilkinson and Oldman were also fine. To finish up I would ask those of you who gave this movie a ten: How can you give ten to a movie that has such a crappy, abrupt and ineffectual revelation scene where Bail reveals to Holmes that he is Batman, and how can you give ten to a movie in which Batman's voice sounds like a 12 year old kid playing in his plastic suit? It was almost as terrible as listening to Darth Vader's ""Noooooooooooo""."
126,"SPOILERS AHEAD I had high expectations going into this movie but was very disappointed by the end. The main critique I have is the fight scenes. I could not tell who was who, the characters were indistinguishable from one another. The fear of bats concept was drilled into your head throughout the movie and could have been done in 1/5 of the time spent on it. The acting varied from great to bad.Bale: Loved him in American Psycho and Equilibrium and figured he was a perfect Batman. But, he was great as Bruce Wayne and horrible as Batman. He tried to speak in a dark and menacing tone as Batman but sounded almost comical.Caine: Good as Alfred and did the most with the character that one would expect.Neeson: His character was too contradictory. He wanted to kill criminals who prey on the fearful but was willing to destroy a whole city who had many good people living in it.Holmes: I liked her in Wonder Boys and Go but she was bad in this movie. When she tried to act tough as the DA it was believable at all. Her love connection with Wayne was only alluded to and they just start kissing in the end out of nowhere.Oldman: I think Oldman is one of the best actors of all time and he was great as usual in a role that wasn't written well for an actor of his caliber. His one liners were good for comic relief also.Murphy: Well-acted as the shrink/Scarecrow but was barely in the movie. His role should have been greatly expanded and Katie Holmes taking him down was a joke.Wilkinson: Played his character well but they build him up the whole movie as the mob boss of Gotham and he is written off as a common thug. Why would a person of his power be present at one of his drug deals? If your the boss you separate yourself from the deal as much as possible.Freeman: He basically did this for the money. A great actor who did a minor role for the big paycheck."
127,"(Nearly) perfect action movie. Surprisingly believable for much of the movie, without resorting to the standard superhero melodrama too much. This I didn't expect. Another aspect was the appropriate use of CG. It wasn't overt. One scene in particular, the camera panning around Batman perched on a building, the cinematography is very 'real' looking. At least one major flaw that I just couldn't ignore being that this is a 'realistic' superhero movie. Without spoiling anything, let's just say that humans contain a lot of water. The whole 'save the day' scenario was unfortunately plain, nothing we haven't seen before. I think that's where the movie failed for me personally. It even felt a bit rushed there."
128,"I can't understand why this film got such a good rating. I'm not really a comic book fan, but this film just left me cold. It had a great cast and a promising young director, yet i left the cinema wondering why I bothered. Christian Bale only seemed to come to life briefly in the part of the film where Bruce Wayne adopts the American Psycho character ( which Bale did so well). I think this scene was at a party?!. Gary Oldman, another great actor, seemed to be cast in the wrong kind of role. Katie Holmes?! - enough said. Maybe I was expecting too much from this movie, as i expected this movie to be a million times better than the previous 2 batman films. It turned out, in my opinion, to be a photo finish for the winner. Can someone please tell me why this movie was good?"
129,"A nice effort, I suppose, but a failure nonetheless. I actually prefer the first three installments of the 1980s & 1990s Batman franchise, though none of them are great movies, either. Tim Burton  and even Joel Schumacher  brought at least some vision into their Batman worlds. Nolan attempts to do this realistically  that was the original idea, anyway  but he is bogged down by screen writing and action movie clichés. There weren't half as many explosions in all four of the 90s Batman films combined. Batman Begins does little to deepen the story, as some critics have claimed. The backstory was told perfectly, and with great economy, in 1989's Batman. There was no emotion lost. Nolan takes nearly an hour to tell it, and he doesn't make it any more interesting. They didn't find a better actor to play Batman. Christian Bale is as dull as Keaton, Kilmer, and Clooney. The villains are uninteresting. Ra's Al Ghul (which is mispronounced throughout the film) has always been my least favorite of the Batman villains. Dr. Jonathan Crane, aka ""the Scarecrow"" is wonderfully played by Cillian Murphy when he's out of his mask, but he is supremely uninteresting when he's in it (doesn't help that Nolan resorts to stupid distorted images and noise pollution whenever he puts the mask on). Katie Holmes is a wonderful actress in small projects, but, like Natalie Portman, she doesn't translate well to blockbusters. Plus, Tom Cruise just ruined her for me. Gary Oldman and Tom Wilkinson are horribly miscast (Wilkinson as a mob boss?). They actually might have just switched roles and it would have been better. The only things the film gets excessively right are Alfred and Lucius Fox, played by Michael Caine and Morgan Freeman. But, really, while these two consummate actors bring an air of class to this kiddy pool, they out-act both the hero and the villains to such an extent that it warps the movie. I really should not desire more scenes with the butler. I should add Liam Neeson to that, as well. He's very good, and perfectly cast. Batman Begins is often a good actioner, but it should have been much better."
130,"I actually didn't like the movie that much, I'm actually a fan of Batman returns, because i've always enjoyed Tim Burton's storytelling, and of Batman Forever, which it's just pure undiluted fun. This movie doesn't have any bad acting, nor it's poorly directed, the movie it's really fast-paced and it's reflected in the score which doesn't change for much part of the movie, i think the main problem of the movie is in the writing, the scenes between characters are too short, so you don't have much time to relate to the characters, one moment they're talking to each other, then we move to another scene, then another, then an action scene, then an explanation scene, and although it looks good in paper, the lines just don't work, and they basically connect the movie, since some of them are heard on the beginning of the movie and then heard again at the end, not to mention that the lines are very pretentious and try to make even the most normal situation into a complete psychological and philosophical event (for example almost every scene that involves Rachel and Bruce, and some of Alfred's lines when he's not desperately trying to be funny, he should have leave that to Lucius Fox or the Gotham newspaper which has the funniest scene almost at the end of the movie). I didn't enjoy the bad guys that much, they weren't so threatening, with one amazing exception, played by Tom Wilkinson (Carmine Falcone), who it's just amazing, and even though he's in the movie for about half hour, it's completely memorable. I think the movie was ruined for me because i had really big expectations, and i actually had seen some scenes from the movie before i went to see it, for example the one where Bruce goes to the hotel, almost all the scenes with Lucius Fox showing Bruce Wayne all the hi-tech gadgets, and i thought the movie was gonna expand that, but the scenes were the same, and it's really not that crazy to say that the whole movie can be summed up by the trailer. On the good side of it, i think the batmobile steals the show, but as i said, scenes are very short and quick, so it steals the show for the 15 minutes it appears in it. if you wanna watch the movie don't expect it to be something really, really memorable, the movie it's not confusing, it's pretty clear in it's plot and plot twists, the problem is that it's a Two hour and fifteen minutes long movie that happens to fast, and doesn't stop to entertain us fully, or to connect us to it's characters."
131,"Film is an unfortunate result of concepts lifted from ""The Shadow"" and ""Star Wars"". Fight scenes drag on. Liam Neeson reprises what is sadly becoming his signature role- i.e that of the damaged teacher to a young student.(Reference ""Star Wars"", ""Kingdom of Heaven"".) Despite strong supporting cast this ""Batman"" does not take wing. Special effects are interesting. Particularly notable are the designs for Batman's body armor, the batmobile, and the ""memory fabric"" forming the bat gliding wings. The soundtrack lacks the stirring personal themes of past Batman films. Story contains strong concepts regarding what can be defined as ""true justice"" as opposed to mere ""revenge"". As always, box-office profits will determine the possibility of a sequel."
132,"I find that some movies use music, 'witty' or attempted dramatic dialogue, British people, and ninjas to make you think that its a good movie before you can form your own opinion. I'm not saying that these elements (among many others of course) can't be used correctly, just that they are often used to trick the audience in the same way as special effects or 'lots of colors and noises' are (in a brainwashing kind of way). One of the main tricks I found in this movie was the gimmicky premise to try and put batman in the so-called real world. Here we have Gotham with normal skyscrapers, supposedly normal, real people, and an attempt at explaining everything that Batman goes through. But to me, this is where the movie shot itself in the foot--the ideas of Batman don't belong in this world, and it's obvious in the attempted explanations throughout the plot. For example, Alfred says that the only way to avert suspicion about buying bat-ears for the costume is to order them in bulk. Of course, this is nonsensical, because they are still ordering tons of rubber ear shaped things which could be tracked veeeery easily (its not every day a private party orders ten thousand rubber ears). In the beginning, I found the mystical ninja society of justice to be completely misplaced next to the otherwise realistic prison camp that appeared in the opening. I mean, they both 'looked' realistic (they had real tables, real people, etc...), but one of them had criminals being punished for crime, and the other was a league of unknown ninjas whose predecessors had sacked Rome 1500 years earlier (or whenever that happened). I would have liked it better if the movie had stuck with Tim Burtons style by making the prison and cities look less realistic, because then the transition from normal to absurd would not have been so obvious. When its all absurd, its believable, but when it tries to be both absurd and believable, its just silly. Additional things that bothered me a little each, and all together made the movie less fun (most of this has to do with the 'realistic twist' of the movie failing in my opinion):-Why didn't anyone from Wayne enterprises recognize that batman was using a car designed by their company and thus realize that it was Bruce Wayne who was Batman.-If Batman was real, his shenanigans would kill many civilians via use of the stupid tank (can you tell I didn't like the new car), which goes completely against the theme of justice.-If people could call a hundred thousand bats with a sonar device the size of a cell phone (and from inside a building), then that would be pretty amazing--where can I find one? Oh... I can't. Just because some bats use sonar as a guide doesn't them all come to me when I make a certain noise (even if i made a sexy mating call).-*warning: cheap shot* Why was the Gotham DA ten years old?-MICROWAVES THAT COULD BOIL WATER AT AN ENORMOUS RADIUS WOULD BOIL THE WATER IN ALL HUMANS THAT WERE ANYWHERE NEAR IT, KILLING THEM ALL (yes, even Raz-al-gul and Batman who managed to fight next to it near the end).-Why would someone build an armored rocket powered jumping car just to cross a river with a rope. (wouldn't it be easier to fire the rope across without the car?)-Batman made all of his bat-stars with a grinding wheel? Wow!-I didn't know that memory alloy was the secret to human flight (I always thought it was only good for making wrinkle free clothes or bending spoons). Why haven't inventors jumped all over this one yet. Again, why did they try to explain all of this?! It just sounds stupid to people who know a little about it.-It's a good thing that Morgan freeman had enough time to spray-paint the tank black. Because it wouldn't have been kewl otherwise.-All the goons were stupid in this movie! Argh! And not in a comical way like in other Batman series/cartoons/movies.Anyway, I thought that the movies was okay when I left the theater, but the more I thought about it, the more I realized that it was just one big gimmick with a bad plot. My rating for it has subsequently dropped. Besides my complaints though, it was somewhat entertaining. I wouldn't see it again though.^_^ ^_^ ^_^ ^_^ ^_^ *~* *~* *~* *~* *~*5/10"
133,"This movie was fairly iconic with the recreation of Batman after a couple of shameful sequels to the original series, but I often found it hard to keep up with and it bored me most of the time SO MUCH that I actually had to take breaks from it. The runtime doesn't help with that.I believe the villain was one of the least favourite from the Batman adaptions and a more suitable, classic villain would've been a better choice.However, I did watch this after I watched Dark Knight. Dark Knight was a lot more explosive and attention-drawing than this. But this is a good movie on its own, portraying the tough, greedy life of Bruce and how he tries to evade his life and then try to step back into it. Michael Caine is excellent as Alfred, as he tries all the way through to guide Bruce in the right direction.5/10"
