,Review
92,"Christopher Nolan takes on a noir detective story with a unique location. Detective Will Dormer (Al Pacino) arrives in Alaska, tired but ready to work. He and his partner Hap Eckhart (Martin Donovan) are greeted by local policewoman Ellie Burr (Hilary Swank). The Los Angeles detectives are investigating the murder of a young high school girl Kay Connell (Crystal Low) but Dormer is disoriented by the daylight in the middle of the night. They stay at a hotel run by Rachel Clement (Maura Tierney). Hap is being investigated by Internal Affairs and is thinking of confessing which would incriminate Will. The next morning on little sleep, Will and Hap head to the high school to interrogate Kay's boyfriend Randy Stetz (Jonathan Jackson) who is uncooperative during the questioning. He does admit that Kay was seeing someone else but he doesn't know who it is. Will treats Ellie as a protégé schooling her on the procedure and the little things of an investigation. When Kay's bookbag is found in a cabin, it provides clues and a trap for Will to devise. Dormer continues to threat over the IA investigation, doubting his own tactics. When the amateur Alaskan police botch the stakeout alerting the suspect, a foot chase ensues through the cabin and fog. A policeman is shot but Will Dormer pursues the suspect across slick rocks and fires into the mist possibly shooting and killing his partner Hap. Overcome with grief, Will is unable to sleep and keeps reflecting back on his previous shortcuts he took to nab awful criminals. He works to cover up the possibility that he shot his partner as he becomes increasingly dazed. Noises disturb him and he hallucinates his partner giving him accusatory looks. The killer calls him up on the phone and reveals that he knows of Will's guilt in killing his partner. Ellie suspects that something isn't quite right with Will's account of his partner's shooting. Will confront Tanya Francke (Katharine Isabelle) taking her to the dump where Kay's body was dumped after spooking her by playing chicken with a truck. Tanya mentions Kay's secret lover who promised the young victim all sorts of things. The killer calls him again at the station taunting him about what he knows and Will offers to meet him. He deciphers the clues and heads to the house of Walter Finch (Robin Williams), a mystery novel author.Check out more of this review and others at swilliky.com"
93,"Strong performances, a captivating central conflict, and beautiful landscapes of Canada. Distracting plot holes take away from the experience: Pacino's character gets around Alaska as if he knows the state like the back of his hand. The ending is a dumb shoot-out. It's a disappointing conclusion for sure."
94,"Really compelling story, with multiple plots closing in on each other as the movie progresses. It has a overarching theme and message perfectly fitting the characters, making them believable and likeable despite their flaws. The acting is convincing, the dialogue however is less so.The main issue is certainly the pacing, as it feels very drawn out, especially expressing the issue central to the movie - insomnia. However, the doubt that was attempted to be caused as a result of it did not come across well and was not at all convincing. This could have made a significant impact on how the movie and what the protagonist sees would have been interpreted. Unfortunately, this aspect fell completely flat and thus the issue of insomnia felt very much unneeded."
95,"It's weird watching this in the middle of watching Twin Peaks. Both are about out of town lawmen coming to an out of the way small town in the heavily wooded parts of the American northwest to investigate the murder of a high school girl whose body had been dumped, naked, in plastic bags. The lawmen stay at lodges, and there's even a use of the name Leland. Based on the Norwegian movie of the same name, Christopher Nolan's Insomnia, at some level, feels like the more literal version of David Lynch's surrealistic exploration of a murder. But enough about that, how's the movie?Al Pacino is Will Dormer, a soon to be disgraced Los Angeles robbery-homicide detective who's been sent to Alaska to help the local police department investigate the murder of Kay Connell. With him is his partner, Hap, who is considering cutting a deal with Internal Affairs that will throw Will under the bus but save his own skin. Will, convinced that if they just maintain a strong front, is disgusted and disappointed in his partner's willingness to give in. With the local police, they find Kay's backpack and let out a message to the community that leads the killer to try and reclaim it at a remote cabin in a rocky and foggy location outside of town. In the confusion, Will accidentally shoots and kills Hap who dies convinced that Will did it on purpose, and the killer witnessed it all.The movie gets its title from the fact that the remote Alaskan town of Nightmute is above the Arctic Circle and has no nighttime that season and Will cannot get any sleep in his well-lit hotel room at the local lodge. That he cannot sleep means that he cannot forget the pressure he is under back home, the guilt he feels for shooting Hap, and that he's being squeezed by the Kay's killer, the local author Walter Finch, played by Robin Williams. This feeling is sold cinematically through over-exposed images, cross-cutting to previous moments, and blurring sound design as Pacino's performance because more and more strung out. He often looks, in the latter parts of the film, to be struggling to simply keep his eyes open and focus.All of this is solid stuff. Pacino is good. Williams is understated and creepy as Finch. Hillary Swank is eager as the young Detective Ellie who gets tasked with writing the report on Hap's shooting. Everything is cleanly filmed in a professional manner, and the sequence in the fog is just the right combination of clear and murky to give us solid perspective into a hard to discern situation. The appearance of Williams provides an interesting level of menace, and Pacino's increasing desperation as he loses more and more control of the situation is played really well.I suppose the only thing holding me back from appreciating this film more is the ending. It's not that I don't like to see flawed protagonists relearn the correct values. It's that I'm not sure I buy Will Dormer following through to the end. You see, Dormer, at a certain point, gives up on getting out clean with any hope of also getting Finch held responsible for Kay's murder. So, he drives to Finch's cabin in the middle of the country to kill him with Ellie having coincidentally gone at the same time to collect a piece of evidence for the Kay murder, Finch having come forward at Dormer's insistence because there was no hiding the fact that Finch and Kay had a previous connection. Finch, the very careful murderer, accidentally leaves out the dress Kay was in when he murdered her, leading Ellie to figure out in a split second that he did it, even though, as far as we know, the police never knew what dress Kay had been wearing and it was well known that Finch had bought the girl clothes. The meat of the final confrontation is built around this realization that feels thin at best. So, Dormer has to save Ellie, who's also figured out that Dormer did in fact shoot Hap in a solid piece of movie detective work, kill Finch, and, as he lays dying due to a shotgun blast from Finch, insists on Ellie letting the truth out about Hap's death.Now, I've seen the original film, and it ends very different with the Dormer analogue getting away clean. That's not necessarily what I want from this American version, though. My criticism isn't because this takes a nicer route than it's progenitor, but that it's a combination of too convenient, too thin, and too clean. Ellie being there at the same time feels almost like a distraction. Ellie figuring out that Finch is the killer feels too easy. Dormer wanting to just kill Finch feels like the right move for his character, but using his dying breath to accept responsibility feels like a step too far. There's nothing really wrong with this ending, but I suspect there's a superior, more interesting on in a previous draft of the script.Overall Insomnia is a finely crafted thriller with a strong central character at its core. It's the sort of thing one might expect from an up and coming director given a decent budget in order to try and prove himself. The personalities involved in front of the camera were probably too strong for the young Brit to fully control, so he corralled them effectively. He made something safe to prove that he could operate in the system, reminding me a bit of Orson Welles' The Stranger, though Nolan and Welles would go on to have vastly different careers."
96,"I avoided this one for a long time because I thought it was an adaptation to the Stephen King novel of the same title. (Wasn't a fan of that book, if you couldn't guess.) This was actually very enjoyable. Robin Williams knocks his role out of the park, and Pacino isn't bad either. I wish Williams and Pacino had been on screen together more, though."
97,"This was a difficult one to find to watch in Australia. Christopher Nolan has made many of my favourite films and Pacino is one of my favourite actors so I keenly wanted to give this a watch. And he's brilliant, Detective Hanna in Heat is one of my favourite film characters of all time, so to see him as a detective again (albeit a less frenetic, less energetic and more beaten down one) was my highlight as are all the actors in this film.The setting of no night and all day is really interesting and utilised here, with streets busy during the ""day"" and quite during the late hours but still well lit. Morally it raises interesting questions, and thankfully unlike some films by the end it satisfactorily answers them. A great score too.The only reason it does not get higher is because it's still a crime film, set in northern America which isn't too different (besides the big names) from a midday thriller, even if it's a way above average one."
98,"(2002) Insomnia
PSYCHOLOGICAL THRILLERRemake of the critically acclaim 1997 Norwegian thriller of the same name. Directed by Christopher Nolan starring Robin Williams as Walter Finch, the psychotic killer whose just witness cop Will (Al Pacino) accidentally shoot and kill his best friend resulting into many problems of sleep leading to a possible cover up. Between this one and the original, while they both consist of the exact same set up, I can relate to the Christopher Nolan version more since it contains more 'thinking' dialogue and can also relate to the North American setting as opposed to the 1997 version which i also give the same rating centers more on atmosphere and less on dialogue. One of the more memorable scenes has the two stars conversing with one another while sailing on a ferry boat, seeing Will (Pacino) look so helpless staring at the killer's face unable to do anything, and Walter projecting in speaking terms almost a mirror image of Will was an absolute classic and requires a heck of a lot of thought."
99,"The movie is a decent crime drama thriller which tries to show many things but fails at many places.The story was simple and easily predictable, the screenplay was uneven, the direction was good and the performances were average. The writing of villian's character and his motive was weak. The main character was also not that well written. The suspense of the story was easily predictable and thrill part felt flat. But one thing, even after all this flaws or weaknesses, the overall movie was engaging.Overall, it was a decent crime drama thriller which could have been more tight and more in-depth."
100,"The film is really really good. Gripping and complex, it does everything a good thriller should. It's hard to live upto a film like ""memento"" but it's still a great movie. Al Pacino plays his usual cop with a past role with ease. And Robin Williams breezes through an unusual role for him. For once, he is the ""bad"" guy, and he really does do well being creepy. All in all, a fab movie. But be patient, it may take awhile for some, to start enjoying it."
101,"Right from the opening credits the mood of quiet tension never lets up. The strong contrast between the icy landscape and blood leaking all over a material isn't there just to be a cool visual. We see our protagonist Will Dormer, a weary detective whose face looks burdened by the troubles that follow him. An insomniac, hunted by internal affairs for his suspect methods and now sent to investigate a murder in a remote town where the sun never sets. It's a question of how long before he snaps. Pacino is on top form in the type of role he's always excelled in. Tough and experienced after years in the job, but emotionally vulnerable and perpetually on the edge for exactly the same reason. His younger partner Eckhart is willing to dish out information on him. The turning point comes when a trap set for the killer goes wrong and Dormer kills Eckhart after mistaking him in the fog. There's no doubting that it was an accident, but Dormer knows that with the case against him he has no chance of making such a claim. He manages to just about suppress his guilt and concoct a story that lets him off clean. There's one major problem for him however, the killer knows that he did it.Insomnia isn't just a moody title, it's a reflection of Dormer's mind-set as a whole. How a man's mental state has become so damaged that his morality and ethics have become blurred. It questions how far he's willing to go to do what he knows is right deep down, even if it goes against the very principles he's lived by his entire life. The permanent daylight of Alaska serves to highlight his insomnia in a visual sense, bringing it to forefront so there's no place for him to hide. Too often films of this ilk try to add some kind of quirk or motif without giving it a reasoning or representation. But it's something that is handled impressively here.Bar Pacino, two performances really standout. The first being Hilary Swank as the plucky Ellie Burr, a role she plays to perfection. She never goes for the typical rookie cop trying to impress, she instead plays it audacious but collected, someone who wants to do the right thing but understands the difficulties that come with the job. The second is Robin Williams as the killer Finch. It never ceases to amaze me how someone so funny can reach such depths and play such disturbed characters. It's comparable to his part in 'One Hour Photo', released the same year. He takes an understated approach, making Finch more unnerving than raving and it works in give the role an edge.The relationship between Dormer and Finch actually turns out to be one of the highlights. We very rarely get a thriller that makes such a valid connection between the hero and villain. It is clear that the two of them share the same psychological problems. Insomnia haunts their every step. Notably their both trying to achieve the same thing, clearing their names. Finch wants to people to think he's innocent and Dormer wants to pin Eckhart's death on anyone but himself. Their relationship is fascinating for how manipulative it is. Both latch on to each other despite appearing to be polar opposites because they need to work together to survive. There are a couple of occasions where things can happen a little too conveniently or the plot ties together too neatly. Some of the action sequences feel a little out of place given the tone, though the chase across the logs is handled excellently. Nolan's reliance on the bigger picture can sometimes lead to the little details being forgotten about or hastily connected. However the story itself is a nice antidote to his previous film 'Memento'. While that film was chained so tightly to its gimmick that there was no room for anything to breathe or develop, Insomnia is much sparser and atmospheric. More interested in building tension through fog and isolation. It allows the characters to soak up the ghostly settings and for that to play into their psychology.Why the film drew Nolan's attention is obvious. It plays on themes that he finds interesting, mainly the troubled morality of the central character. Whereas most thrillers are interested in the details of the investigation and the crime, Insomnia makes a wise choice to instead examine the mind-set of Dormer and how he is distressed by his choices. The brightness proves a crucial aspect. Despite the murky underside of the case, the light is always on Dormer. He has nowhere to hide his feelings, even sleep has rejected him."
102,Christopher Nolan is my favorite director. This is not his best work. The original Insomnia film was amazing. This one is just ok. The only Nolan film I don't own and don't care to.
103,"*****may contain spoilers*****At first I was just going to focus on the movie review but I read other viewers comments and I will give my opinions of their comments also. This was a decent performance by Pacino, not Oscar quality as some reviewers exclaim. (Admit it folks, this ain't Godfather, Scarface, Dog Day Afternoon quality, more Heat, Sea of Love quality huh) I thought the supporting cast was excellent. Robin Williams ability to interject passion in a role of a low keyed psychopath amazed me, he is truly an underrated actor. The neophyte detective also performed admirably. One of the previous reviewers referred to Al Pacino's character as a ""true American Patriot"" How sick is that!  His character was almost as disgusting as Robin Williams character. Here is a decorated police officer who plants evidence, murders a innocent man and conspires with a child molester / murderer. What a patriot. Integrity is an important part of patriotism. I was going to go into a rant about priest and N.Y.P.D but this is not the proper forum for a discussion of that nature. The point is one bad act erases all the good. I was pulling for ALL the bad guys to die at the end."
104,"What a disappointment!I'll keep this short:1. I never for a moment bought the idea of Robin Williams as a killer. He came off exactly as he was - a fallen star looking to regain street cred in an edgy thriller. Still, it was better than seeing him with a red rubber nose though.2. The Hollywood Influence. The Pacino character is completely softened from the original. Examples: A) The dog being shot is already dead. B) The killer, not the cop, plants false evidence in the boyfriend's home. C) The underage best friend hits on the cop, not the other way around. D) The desk clerk is not roughed up by the cop in abortive sex scene. God forbid America's protagonists have some unsavory qualities.3. The Hollywood Influence II: Must every movie be loaded with unnecessary profanity? I don't remember ""f---"" being said dozens of times in the original; I also don't remember anyone complaining about the lack of cursing in the original.4. The Gratuitous Chase Scene. Yeah, the romp over the wet logs was a cool set piece in itself (although it reminded me of a similar sequence in STAKEOUT), but what exactly was the point of it? Williams escapes, only to agree to meet with Pacino later on the ferry. Why would he do this? To insert an unnecessary chase to sate America's need for action, I guess. This scene is neither included nor needed in the original - this is supposed to be a psychological thriller, not a conventional action flick.5. Instead of the main character having to live with himself after his amoral actions, this version has Pacino die at the end, alleviating the weight of his conscience.That's enough for now. Should I have compared the two movies so liberally? The '97 version (8/10) being shown on IFC before I headed out to the 'plex probably didn't help matters. But even if I had never seen the foreign version, I'd still would have had a strange sense of deja vu. Nolan's INSOMNIA cribs from SILENCE OF THE LAMBS (cop finding clues in dead girl's bedroom, unsuspecting heroine enters bad guy's home), SEVEN (knocking on bad guy's door at moment bad guy comes home that leads to a chase in murky dampness, after which bad guy calls cop at bad guy's home), and TV's TWIN PEAKS (in sleepy mill town girl is sleeping with boyfriend of now-dead best friend which is discovered by detective called in from big city).But if you're looking for some great footage of lush Alaskan wilderness, you've got cause to rejoice. The gorgeous cinematography here is the one aspect that surpasses the original. Props to Wally Pfister for all the evocative atmosphere he's created.OK, so this wasn't very short. Sorry.6/10"
105,"Wonderful start for this drama about a hardened homicide detective, with an Internal Affairs investigation hanging over him, and his partner being loaned to an small town Alaska police force to help solve the mysterious murder of a young woman. However, the film starts to go downhill shortly after we learn the detective's secret and he subsequently kills his partner, who is going to testify against him. The killing may or may not be accidental and we are now thrust into the detective's guilt trip over the circumstances and his implausible 'strange bedfellow' agreement with the young woman's killer. No real mystery here and the good acting is overshadowed by too many holes in the plot but still entertaining and a good watch if you don't have high hopes."
106,"Williams at his best.  Brilliantly acted and thrilling movie.  Not only was the scenery great, but the suspense kept you in this movie till the end.  I would definitely recommend this to anyone who like dramas and suspense movies.  Oh, and if you really want to see Robin Williams, check out this movie instead of One Hour Photo."
107,"I think most movie remakes are totally unnecessary because 1) they either show nobody came up with a good story and therefore just took the easy way out by recycling an old one, 2) some director thought he could surpass the original and almost surely failed to do so, or 3)the movie's foreign and American's don't like that If you think number 3) isn't true, just think about it for a second. If there's a demand for something, then somebody usually wants That something. Was there ever a time I read an article on our beloved IMDb with a title like: ""US cinema's can't wait for the next Almodovar picture to be screened"". Now movie remakes derive from the US, by not even checking somewhere if this is true I know it is, without a doubt, a fact. There are nations (I know of bigger European ones, like Germany, France, Spain, Italy), that for generations have been borough up by watching every single possible thing on TV dubbed into their language. Be it ""The Simpsons"" or ""Casablanca"", they put huge amounts of money into the industry of dubbing and the end result is these nations have poor knowledge of other languages. Except for Germans, who luckily share a language similar to the English language, this is a fact. American't take a different approach, they brand the stuff their way, ALL the way. Big bucks are put into making a movie that's already been done. All this because in the end, they were borough up by watching only American stuff, and because Hollywood likes to earn something as well.It's actually funny and disturbing at the same time thinking just how racist this discussion could become, if pursued on. But this is not my point at all, amidst the almost accusative comments I've made thus far I've almost lost hold of it. In short, if there's a good European movie made, an American version will follow. This is sad enough as it is. What's even sadder is that this is happening faster and faster. It's almost a crime, the makers of the original get some Hollywood money for the rights to the movie, and the price they pay is much greater. Instead of them taking credit for a well done movie, the Hollywood machine does.Why Chris Nolan decided to make a remake is beyond me. After a story like ""Memento""!!! There is nothing bad that can be said about his version apart from it being a remake. Which is more than enough. The only bright side of remakes, and you can quote me on this, is they make you discover good originals."
108,"Today was my second time watching ""Insomnia"" and it was like watching it for the first time. Apparently, I didn't appreciate some of the finer qualities of the movie the first viewing. Not that I consider it a work of art now, but I do like it a little more.This movie had me torn. Detective Will Dormer (Al Pacino) was sent from L.A. to Night Mute, Alaska to help solve a murder. He came with his partner Detective Hap Eckhart (Martin Donovan) and the two of them brought a little baggage with them. Dormer was being investigated by Internal Affairs for something back in L.A. and Eckhart was going to cut a deal with I.A. which would have put Dormer on the chopping block.Fast-forwarding a bit; on a foggy Alaska day while trying to track down the murderer, Dormer shot his partner--accidentally or purposely, we can only assume, but Dormer certainly covered up the shooting. He only had two problems: a determined investigator in Officer Ellie Burr (Hilary Swank) and the killer (Robin Williams) saw him shoot his partner. What this created was a unique situation where the killer reached out to Dormer to form a pact between the two of them: ""You don't tell on me and I don't tell on you."" What an unlikely alliance, but begrudgingly and alliance was formed.So, how was I torn?I've rooted for Al Pacino in every movie I've seen him in, whether he was good or bad (with the exception of the movie ""Heat."" I wanted De Niro to get away). But in this movie I found myself wanting him to be caught for his cover up and allying with a murderer, while at the same time wanting him to get away with it because he's Al Pacino. It was such unfamiliar territory for me and I didn't like it. In a small way I have to credit writer Hillary Seitz and director Christopher Nolan for them making me feel as torn as I did.I think the movie had the best possible ending. Both Dormer and Walter Finch (Robin Williams) died, and they died by the hands of each other as if they had a blood pact. And Dormer, though tainted, somewhat redeemed himself before dying. Burr was going to throw away the only evidence connecting him with his partners death and he prevented her from that saying, ""Don't lose your way."" It was an ending that I certainly loved as a Pacino fan. He couldn't just walk and I couldn't bear to see him get perp walked. It was the best of all possibilities as he finally got the sleep he so desired at a time in that part of the world where the sun never set."
109,"Sure, many stressful things are going on in the detective's mind and causing him to be disoriented. He talks to the lady at the front desk multiple times and as it is well known in Alaska, they usually have blackout curtains already installed. Everyone else isn't sleeping in bright light. Ask the desk for blackout curtains and go to sleep, why are you trying to cover the window with blankets and newspaper???Otherwise, Nolan is really a master at telling a detective story as he did with memento and the dark knight series."
110,"LA detectives Will Dormer (Al Pacino) and Hap Eckhart (Martin Donovan) are sent to assist in an investigation of a murder in a small town in Alaska. Dormer and Eckhart are assisted by rookie officer Ellie Burr (Hilary Swank). This particular homicide case is far from straight forward as the killer has taken many precautions and does his best not to leave any clues - this in part is down to the killer being a 'crime writer' so it kind of makes him an unofficial expert. Dormer is starting to piece the puzzle together, but there is an unfortunate twist in the tale which forces Dormer to co-operate with the killer. Will Dormer be able to get his man whilst also managing to keep his reputation and integrity intact? I'll admit that this film was a little slow to get moving, but there were several things working in its favour. Firstly, there is the great chemistry between Al Pacino and Martin Donovan. Pacino can do this sort of acting role in his sleep (no pun intended) and his reputation really does proceed him. I'm not quite as familiar with Martin Donovan, but he was good and the back and forth between him and Pacino was top drawer. The film is also interesting from a scientific perspective - there is a scene in the film where they are discussing going to school to interrogate a potential suspect and one of the Alaskan officers says ""we can't go now it's 10 o'clock"" and Dormer says ""So what""? The Alaskan officers then inform him that it is in fact 10 o clock at night even though it is broad daylight outside - this isn't a plot hole btw. This is known as 'The Midnight Sun' and is witnessed in parts of Russia, Finland and Sweden and Alaska - it only occurs during the Summer months. I believe that the original film was set in Norway where the same phenomenon occurs.Insomnia starts off as a Crime/Mystery film and it does maintain this theme throughout the film. However, once Walter Finch (Robin Williams) is introduced the film switches tone and becomes more of a psychological thriller. I liked the change of tone and found the psychological mind games that Finch plays with Dormer to be very entertaining and somewhat creepy. Williams is great in his role as the psychologically disturbed Walter Finch. It's not often that you can say that Al Pacino ends up being 'out acted' but I really felt that Williams stole the show. Pacino was still good, but Williams excelled in his role.Unfortunately, whilst this build up was good and Williams character was both disturbing and interesting I just found that once all this was established the film didn't really have anywhere to go. Insomnia plays its hand early by revealing that Finch was the killer - in some ways I liked it because it proved to be engaging and an extremely good psychological battle of wits. The downside of this is that it also made the film far too predictable - why couldn't there have been a few suspects throughout the film in order to keep the audience guessing? There were no plot twists and far less suspense than there could have been. Insomnia felt very clinical and by the numbers with very few (if any surprises).Even though Insomnia is a film with lots of flaws, it is still a good film and is worth watching (but more for the psychological aspect rather than the crime/mystery aspect). I only realised that this was a remake after I'd watched this version so having enjoyed the remake I'll be sure to check out the original."
111,"Typical Hollywood movie.  Very predictable cop movie with no surprises. Disappointing when you consider C. Nolan's last movie.  some good cinematography, and an entertaining story, with good acting, regretfully cannot make up for a predictable story.  Enjoyed it, but people shouldn't be fooled into thinking it is a ""must see"" because of the director.  This movie is similar to underrated THE PLEDGE (2000) see them both."
112,"I was expecting to see a toe-to-toe knockdown fight between Pacino and Williams, and what I got was less exciting than watching the Iron Chef. The part of Robin Williams would have been better played by Wally Cox, or (by today's standards) by Woody Allen.The best part was watching Pacino and his progression into a world of sleep deprivation. WARNING: DO NOT SEE THIS MOVIE IF YOU ARE THE LEAST BIT SLEEPY OR SLEEP DEPRIVED!The ending was predictable and anti-climactic.  I should have gone to see ""About A Boy"" instead."
113,"First I watched Insomnia in theatre and I thought that it was great movie. Two days later I saw on TV Guide that Insomnia was on TV.  I searched IMDB and found out that the Insomnia (2002) is actually a remake of a Norwegian film by the same name Insomnia (1997).So I watched the movie on TV and I noticed that the plot was a somewhat altered.  One would assume that a remake would be a better with a budget of 50million and enormous star power, but that's not the case here.   I expected more from `Christopher Nolan, the creator of Memento'.I think the reason the remake is not as good is because they changed the characters to make Al Pacino and even Robin William (the bad guy) look better. They never wanted to make a better film; they wanted to manufacture a movie that would make millions and millions of dollars, like most of the movies that are made in the Hollywood today.The acting was okay and Christopher Nolan's directing of the movie was excellent, but overall I believe that the original Insomnia was much better."
114,"Who ever is calling this a smart adult movie is wrong. This movie has nothing on the likes of Memento. I had originally heard that due to insomnia, Pacino wasn't even sure if he had killed his partner, and that sounded intriguing. The fact that in the end he wasnt sure of his motivation was very unconvincing. There are no smart twists in this movie. In my opinion the acting wasn't that great either, just because Pacino looked like he hasnt slept in a week doesn't make for a great performance, because thats pretty much the way he looks all the time, same with that crappy In The Bedroom movie, just because Sissy Spacek looked burned out and crazy doesnt mean she gave a great performance, shes looks like that naturally. There were a few decent parts to the movie, like when Pacino was trying to stay awake driving and almost left the road, but that doesnt make up for the rest fo the crap. The detective work was alright too, better then an Ace Ventura movie anyways but overall the movie wasn't good at all. When I check my watch several times during a movie and finally leave, never wanting to watch that movie again I know it isnt a good movie. I should have watched Undervocer Brother."
115,"I saw ""Insomnia"" in a sneak preview and was expecting a freaky movie. Instead I got an ethical debate about murder and conscience. I would have enjoyed the movie if there were more insomnia-like effects on par with the short term memory-loss in ""Memento"". Al Pacino gets agitated and confused, but you do not really feel like he is losing his mind. Robin Williams is the villain, but he could have been a lot nastier. The plot also falls apart when you hear the explanations and the motives, although it would have been cooler backwards. It really feels like a really long ""Law & Order"" episode."
116,"I was kind by giving this movie a 6.  The ending was horrible and Pacino was more overblown than he's ever been (yes even more than ...And Justice for All).  Williams still had to make his wisecracks to flaw his serious role. What did Nolan sign on for???  Yeah, he can't do Memento every time...but at least after Pi, Aranofsky followed up with Requiem for a Dream.  Anyway, it was somewhat entertaining and one of the better movies of this year (Pray for a good fall season of movies...if Insomnia is the best, expect the year 2000 all over again for movies)"
117,"but not great.  I don't see where the raves are coming from.  Granted, the acting is good.  While Pacino was...well...Pacino, I thought the rest of the cast was excellent.  The direction was well-done - the scenery was stunning, moods were captured perfectly, etc.  My problem is the story line.  I thought it was old and cliched, and I haven't even seen the original movie. It was very predictable.Maybe my problem is that my expectations were too high...I saw the previews: Christopher Nolan - excellent; Pacino, Williams, Swank - great; Alaska - great;  the pieces seemed to be there to go above and beyond Memento and Following.  I felt that the pieces were not put together - mostly, but not fully.It's very much the same feeling I had after seeing ""Unbreakable"" because of the high hopes I had since seeing ""The Sixth Sense.""  I know these directors are capable of so much.  That's why I'll still be in line to see whatever's next from both of these new masters."
118,"For me, this film had most of the ingredients to be a great movie EXCEPT a great story!! It was neither suspenseful, thrilling nor intriguing. Just another ""tainted-cop-trapped-by-his-suspect"" recipe. Leftovers! Don't be surprised if it nearly puts you to sleep !!  6/10."
119,"INSOMNIA  **+_  Crime/Thriller Al Pacino, Robin Williams, Hilary SwankIn rural Alaska, a police detective attempts to catch a murder suspect, but mistakenly shoots his own partner. The detective constructs an ever more complex web of lies to hide it. Then the bad guy tries his hand at blackmail. The title derives from the detective's inability to sleep with the combination of Alaska's midnight sun and his guilt over killing his partner. An intense psychological drama."
120,"I was skeptical at first, Robin Williams as a Murderer.  Again, though, Mr. Williams is on top of his game.  He is very believable, and in the end you want to hurt his character.  The casting of Al Pacino is perfect.  The tired, worn out detective could not have been played better by anyone else. If you are looking for an action packed thriller, then you might be disappointed.  If on the other hand you want a couple of hours of intense acting, and actors who make you think that their role is real, then this thriller is for you.  I really enjoyed this film."
121,"Perhaps it was the old lady sitting next to me with the heavy lilac perfume or perhaps it was the clods sitting behind me talking through the whole thing, but I found myself wishing that this movie would just get over already.  It seemed a little too long and not quite as interesting as I had hoped that it would be.The intriguing part of it was the question of  ""crossing the line"" and how justifiable it is.  I think that this aspect could have been better written with a lot more mystery as to Al Pacino's motivations.  Was he really going along with the killer or did he have something more up his sleeve as far as entrapment?Pacino was great as always, he was very subtle, expressing himself with just a smile or a one-liner.  Robin Williams held his own and Hillary Swank was just terrific and very believable in her supporting role as a rookie cop.
All in all, I think that this movie had potential, but the storyline could have been even better, so I gave it only a 6."
122,Wow ... SO disappointing!It's now official -- Al Pacino is washed up. And Robin Williams looked as if he took the role just for a free trip to Alaska. Hilary Swank's performance was the lone bright spot -- too bad the screenwriter didn't give her anything to do. This film is a sure cure for insomnia!
123,"i feel bad for christopher nolan, the director. he comes off the heels of mememto, which people may not have seen in the theater, but have gotten around to watching on dvd.  he not only gets good previous material here, but a budget and 3 oscar winners in the actor and actress categories. i won't give anything away.  there is only one thing a viewer of this film should do--rent the original (or watch it on ifc).  someone stepped in on nolan's film and made it too polite, without much risk. al pacino's character, dormer, is the one we must follow throughout the film.  in EVERY case in this film, i felt his character was justified in his actions.  unfortunately, his actions are a source of suspense and plot revelation in the film, but with little conflict (we know who did it from the COMMERCIALS) the story needs some internal conflict or character flaw to make it more interesting.  should he have done this?  should he have done that?  well, yes.  move along. i don't understand why everything has to be tidy at the end.  there is no thought process going on in a viewer's mind once the credits roll--that is all taken care of for us.  any question you might ask is moot by the finale. and that's sad.  anything that was sexual, mildly perverse, or disturbing was taken out of the original and sanitized to make a cleaner, more ""psychological"" film. nolan does nothing wrong here.  he adds clever flashbacks to make an old storyline juxtapose a newer one.  you'll see--it's something similar to what he did in memento, and it works again here.  the guy is 31 years old, has done three films.  i look forward to his next one, especially if it doesn't have major stars in it.  perhaps this is merely a case of him paying his dues in a bigger film so he can make better ones in the future with his vision. rating--6 out of 10.  it's not terrible, especially as a character study of pacino's dormer.  it just doesn't leave you with much to think or talk about."
124,"Insomnia is almost a collage of several other mystery films (namely Se7en) tied into one, but not distinctively. Although it wasn't completely repetitive, it was as cliché as detective work goes, and the movie didn't stand out one way or another. Whether it's the elusive murderer on the loose or the mentally plagued cop who's trying his best, this movie is predictable and lacks ingenuity. Accompanying the lack of creativity, the prime actors and actresses had average performances and the emotional conviction in the roles was often lacking. A straight plot followed by routine dialogue made Insomnia rather mundane and an effort to watch. Although there were particular exciting scenes, they were rather short and sparse. The resources were there, but execution was a miss.Whether it's L.A. Confidential, The Usual Suspects, Se7en or any other great mystery movie, these all had a strong emotional attachment that hook viewers into truly empathizing with the protagonists and mystery at hand. Unfortunately in Insomnia, it's almost like you already know the fate of the characters, and still don't care."
