,Review
130,"Rewatch. I rated The Dark Knight Rises (2012) 5/10. This just dosnt hold up. It's way all over the place & is just poorly written with tons of illogical plot points. It does have some decent action & good cinematography, but it can't save a shambling film.Considering this is Nolan's ""worst"" movie, he has still had an amazing career run as a director."
131,"I know that most people, when they think of Bane, automatically think about Joel Schumacher and his Horrible, attempt at a Batman movie. Or they will think of Chris Nolan and the third installment of his Batman Trilogy. Personally, I think that BOTH depictions of Bane are Horrible. I have two reasons; First off, Personality. Bane is supposed to be a smart and calculating gang leader and mercenary. Nolan got that (but a little exaggerated in my opinion because he made Bane less of a Gang leader and more of a Cultist Priest). But Schumacher completely missed the mark, making him a mindless brute. Second; Appearance. Schumacher was practically spot on with Bane in the costume department, albeit adding some embellishments here and there like the multiple tubes (as opposed to just one), the device on his chest (rather than on his wrist), and the green veins etc. And, in my opinion, those additions/changes actually work and even make sense. Nolan however, his Bane looks nothing like the comics. That guy is just a big ex-con in a flak-jacket, fur coat, fatigues, boots and a souped up gas mask. I get that Nolan wanted to make this incarnation of Batman more gritty and realistic and I respect that, but at least the other villains Looked like themselves. Scarecrow: Costume reduced to just a mask. Ras Al Ghul: No Cape or scimitar. Joker: Mutated face reduced to scars and badly applied make-up. Two-Face: No Custom suit. But in all of this as I said, they were still recognizable.So, All in All, both Banes were terrible."
132,"There is a Difference between Cynical and Depressing. There is a Difference between Dark and Dull. There is a Difference between Gotham City and New York City.What has Happened to Batman in this Film? That Cool, Stylish, Mysterious, Haunted, Brooding, Anti-Hero that, at its Best, is an Art-Deco meets Noir meets Pulp Creation.There is a Difference between Cynical and Depressing. There is a Difference between Dark and Dull. There is a Difference between Gotham City and New York City.What has Happened to Batman in this Film? That Cool, Stylish, Mysterious, Haunted, Brooding, Anti-Hero that, at its Best, is an Art-Deco meets Noir meets Pulp Creation.All of that is Siphoned away to Make way for this Unstylish, Long and Boring Gab-Fest about Modern Angst like Terrorism and Financial Fat Cats.This is a Meandering, Muddled Mess of a Movie that Under Utilizes Batman and brings forth a Mumbling Hulk of a Villain that is Void of anything but Brute Force. This is a Lifeless Movie.Catwoman is the only Character that seems to have a Heartbeat and is Not Mentally Scarred and has a Biting, Satirical Sense of Humor. When She Barbs is the only time the Movie Rises above the Glum and Gloom in this Disappointing End to the Director's Trilogy.The Fight Scenes between Batman and Bane are Boring and Lame. You would think that Batman, suffering from a Back Break and a Blown Knee, would Resort to some Bat-Gadgets.No, its just a WWE Slug-Fest. The Clunky Bat-Plane is another Step Down from the Clunky Batmobile in its Lack of Cool and is a Square, Flight-Unfriendly, Ugly looking Thing.Overall, this is a Dud. The Bat-Suit is the only thing on Screen that is Worthy of the Batman. The rest is a Laborious Misuse of the Dark Knight, The Caped Crusader, the Super-Hero that is Super-Powerless. This Comic Book Character that is Deserving of so Much More."
133,"After the sudden death of Heath Ledger, many were doubting that Christopher Nolan would continue his version of Batman. In fact, it came as a surprise in 2011 when the film was actually announced.Choosing to not recast the role of the Joker, Nolan elected to bring the Ra's Al Ghul story full circle and make that the central plot of the third and final film of his trilogy.The story is an exposition machine when it begins. Bruce Wayne/Batman hasn't been the latter in eight years due to an injury he sustained and is also battling with grief over the loss Rachel Dawes (still?). His company is reeling after he abandoned a multi-billion dollar energy project, but a board member named Miranda Tate is still trying to get him to go through with it. While this is going on, a new villain is on his way to Gotham named Bane, who kidnaps a doctor and needs him for a specific mission within the city. To make matters worse, Bruce's fingerprints are taken by a cat burglar named Selina Kyle, whom is working for the man who is in charge of Bane and does this in exchange for a clean slate. Also, we follow a new police officer named John Blake, who not only knows Bruce Wayne is Batman but is somehow able to figure out everything the entire rest of the Gotham police can't.There is a ton of story in this film, and the biggest problem is that it not only goes against the Batman mythology established in the comics but it also goes against the first two Nolan movies as well.That's why this film is sort of depressing because it has the ingredients to be great. It's well shot, acted, and has some tremendous sequences. This should have been as good, if not better, than its predecessor based on that but it falls extremely short due to Nolan attempting to push the envelope in areas he shouldn't have.As I stated in my review of The Dark Knight, the film is tremendous until its third act, particularly its ending. The ending is extremely flawed in that movie, and this movie built on that ending, which is the preliminary problem with this entire movie.For one, Batman takes eight years off due to the death of Rachel. I know they throw in the knee injury but as it proves in the movie he was able to get rid of that in no time. That logic just flies right into the face of every Batman comic including the more comedic 1960s version of Batman. This is a character that doesn't give up for anything. Also, making Rachel the excuse is tough to swallow for a character that watched his parents get gunned down in front of him.Another issue is this revenge story that they try to weave with Ra's al Ghul's daughter, Talia. As she poses as Miranda Tate, she does a multi year plan to help Bruce Wayne create a clean energy project that could be turned into a nuclear bomb to destroy Gotham. While I'm happy that a movie took the time to introduce Talia into a live action movie, it was the most convoluted story they could've given her, and is easily one of the worst revenge stories I've ever seen in cinema.Bane is good for the most part. Tom Hardy did fine but he really needed to be the solo villain. Making him the lackey for Talia undid everything they had established for this movie. It also doesn't help that he's killed off so easily.Catwoman was a welcome surprise. Anne Hathaway proved a lot of people wrong and plays it well. Now if only Nolan could have allowed her to be called Catwoman in the movie that would have been awesome. However, in Nolan's realistic world, there's a problem with calling most of these characters by their comic book names.The character of John Blake is interesting, and also infuriating because of the way he's written. I can get by that he knows who Batman really is but the orphanage story that he gives was not the best direction to take with it. Also, it was just weird that they did this M. Night Shyamalan reveal with his legal name being Robin. It was less clever and more throwing a bone to the actual comic fans that would be seeing the film.The ending also doesn't help the film either, because it's also an M. Night Shyamalan reveal. To me, the ending is what made the rest of the film tough to handle, because it was already a difficult plot to fully get behind. And instead of doing the things that you would expect them to do, they elected to swerve the entire audience by doing something else. That can be clever at times, but can be infuriating other times, with the Dark Knight Rises being very much the latter in my eyes.So overall, I love the film for its look, the cinematography is great, the action is serviceable, and the acting can be downright brilliant. However, the storytelling and the plot just go down a deep rabbit hole with no chance of climbing out. It does way too much and creates more questions than it does answers."
134,"First off, I am a HUGE fan of the first 2 Batman films. I think #1 was stylish, intelligent, had great gadgets, fantastic performances and set the stage for a terrific new series. The second Batman was equally as explosive and of course the performance by Ledger was phenomenal. He had a chilling presence every time he entered the frame. That kind of chemistry is hard to create thru the magic of film. So let's get to it, shall we? This last chapter (it's only labeled ""last"" to further hype the series, as we all know ""Robin"" is just around the corner) was an overblown miss. It's almost as if everybody got tired and substituted genius film making for guns and explosions.1)First of all, there were no new gadgets!! Hello?? This is Batman! Part of the initial fun of watching Batman is getting to see all the great new toys. All they did was whip out a flying space ship and said, ""O.K., we've given the audience enough."" It's like a James Bond movie, we need to see the new toys we'll never get to play with.2)There was no humor at all. Nothing cute or charming to snicker or laugh at. The pacing of the film was beyond dark, it was boring. Toss in a little ""Batman humor"" to balance the explosions and gun fire with.3) Which leads to the gun fire and explosions. The film had about 90 Min's of pure gun fire and bombs going off. Again, no pacing, just explosion after explosion with multitudes of guns, guns, guns, in almost every scene. It was mind numbing. The terror should be in the mind, not in the gun. It's almost as if the writers gave up and inserted a gun in every time they came to a blank spot. Cut about 30 Min's of guns out of the film so the movie wouldn't run about, what 4 hours? 4) The film editing was so over the top choppy and jumped around so quickly between time frames that I thought it was cut by a first year film maker. OK, we get it, they are trying to be stylish and creative, but there were so many continuity mistakes in the film it's hard to know if they were created by bad editing or just bad production.5) Story. NO STORY. Beyond simplistic. Save the city by throwing the bomb in the ocean at the end? That gets a huge PAAAALLLEEEEZE. It reminded of the original series when Batman was on TV and they had to get rid of the ""bomb"" by dropping it in the ocean. Hilarious. Is that the only thing these top notch writers could come up with?? Really??6)And this is my biggest complaint. Bane. What a huge Darth Vader RIP OFF. Come on, it's like somebody borrowed Darth Vader and forgot his helmet. I didn't buy his ""wannabe mini Darth Vader voice"" either. Totally overdubbed, and extra loud like some cheap post production house did it. My favorite part was when Batman was punching him in the face over and over and his little mouth piece just wouldn't budge. Oh, I forgot, it had a little leather strap holding it on his mug. OH, and when Bane did that back breaking knee crunch to Batman's back and his only problem later was a slipped disk? OK, now we are really stretching reality... which by the way, is what made the first 2 Batman's so great is because they were based on reality.And the very last scene, was clever, but they screwed that up as well.Here's how the ending should've gone: Show the restaurant, Show Alfred sitting at the table, he looks up, appears to be looking at something... and smiles. Cut to black.That's how you end it. Now we all could've speculated what he was looking at and the mystery surrounding Batman if he was alive or not would've been created. But NO... they ruined it by SHOWING Batman sitting there with Cat Dish, sipping tea, and removed all the mystery out of the stigma that is Batman.Who writes this crap?What a let down. Creativity and story has indeed fallen from the series. I predict ""Robin"" will be more of the same, lots of explosions and acrobatics with no substance or story for the mind to enjoy. But hey, if you're 14, YOU'RE GONNA LOVE IT."
135,"After a third viewing, I cannot praise enough how much I adore this movie. It is another magical film made by a director on a role since 2000, Christopher Nolan.There is so much to love about the conclusion. Our favorite characters are back. The story itself is superbly told, the acting is brilliant, the music is superb, the action scenes are brilliant and the dialogue is good but cheesier than ever before Tom Hardy looked the Bane for this movie. Christian Bale had not lost it with Batman, neither had Gary Oldman, Morgan Freeman or Michael Caine. The story was very well told and honestly, the dialogue in the movie is good but very cheesy, adding much unnecessary dialogue parts such as Bane- ""So you have come back to die with your people"" Batman- ""No, I came to stop you"" That part would've been a whole lot more powerful without Batman delivering any dialogue. There are certain dialogue points that do let the movie down, but only for an instance. There wasn't five minutes in the movie where I felt bored. It was that entertaining The direction by Nolan...is well....BRILLIANT! He has done it again. The beauty about Nolan, despite his immense success with the Dark Knight is that he was able to start right back from the beginning in this movie. He knew the job had to be done new and that he had to go back to the basics if he were to succeed The characters are great. Bane was superb. Blake was great as was every other character who was there The movie was emotionally draining and intensely exciting. The comedic lines were done well but the script could've been a bit better. My only real issue with the movie is in the DVD where some scenes contain black bars but other scenes do not have any. It would've felt much better if the entire movie contained no black bars or black bars all the way through.*Spoilers ahead** The plot twist at the end of the movie with the discovery that Miranda is actually Talia Al Gul, the daughter of Ra's Al Ghul and friend of Bane, who all along was just a protector was a surprising plot twist. By the end, we are emotionally connected with Bane Bane's death however was a vast disappointed when he just gets blasted away by Catwoman. Despite having a fight, seeing his torture himself to death would've felt far more satisfying than getting blown to smytherines.Batman's supposed death was handled very well and despite knowing what happens, I still felt teared up.***End of spoilers** Overall, the Dark Knight Rises is a must get movie for DVD and is a very satisfying conclusion to an epic triloy, suffering very minor issues with some cheesy dialogue sequences."
136,"I really wanted to like the last part of Nolans Batman trilogy; after all, together with the first ""X-Man""-movie and Watchmen"", Batman Begins"" and The Dark Knight"" were among the few comic book adaptations that actually worked. ""Batman Begins"" gave new life to a franchise that was crippled by Schumacher's ""Batman and Robin"", while ""The Dark Knight"" had one of the most iconic performances of recent years (and I'll give you a hint: it wasn't Bales performance).Where did the final part go wrong? Well, to begin with, it had all the weaknesses of ""The Dark Knight"", without having TDKs strong points. Bane is not nearly as iconic a villain as was the Joker, and although Tom Hardy does a decent job, he's never able to out-Herod Herod. Plus, it doesn't help that his mask renders him pretty inaudible – I mean, the hero growls, the villain mumbles; come on Nolan, was it part of the concept that the audience cannot understand the main characters? Bale is going through the routine, agreeable as usually, be it as the Howard Hughes-like reclusive millionaire or, later, as more or less rejuvenated Bruce Wayne. Yet, if that is at all possible, his growling and grimacing whenever he's wearing the Batman costume (which seems even chunkier compared to the sleek suit in ""Batman Begins"") is even more annoying than in the previous parts.Caine, Oldman and Freeman have little more than cameo appearances. Speaking about the supporting roles: the first two films did a good job casting actors like Rutger Hauer, Michael Jai White or Eric Roberts (to name but a few) in small but effective roles; the third installment features mainly bland, uninteresting extras. It's almost a relief to see 'veterans' like Cillian Murphy and Liam Neeson, but again, their appearances are limited to the blink of an eye.Like in the prior installments, Nolan once again presents the villains as thinly disguised terrorists rather than super powered megalomaniacs. However, other than the Jihadist-like Ras-al-Ghul or the urban terrorist Joker, the Bane character is distinctly influenced by contemporary events, namely the ""Occupy Wall Street""-movement which was briefly trendy last year and was the butt of jokes for all but followers of this movement. Not exactly a good premise for a supposedly impressive scenario.As for the finale: it's neither as grand as the hype would have demanded it, nor is it as witty as it thinks it is. That the non-canonical figure of John Blake would inherit the cowl of the Bat was as foreseeable as tomorrow's sunrise. Rather than a grand showdown between Bane and Batman, Bane is relegated to a mere henchman at the end of the film and disposed off rather unceremoniously; almost as if the Joker had slipped on a banana peel and broke his neck halfway through ""The Dark Knight"".It's not mindless, CGI-driven Popcorn cinema like the recent string of Marvel-Superhero films but its trying way too hard to disguise that in essence, the Batman films are first and primarily action flicks.""TDKR"", despite its convoluted storyline, plot-holes big enough to let the bat-plane fly through and often annoying acting, is a solid action flick but wants to be more – but the wish remains the father of the thought.5/10"
137,"I really can't understand why grown adults take these movies seriously. It's an over long, overly serious comic book movie. It has all the trappings of a real movie, big budget, A list actors and a big name director but it's like sitting down to a sumptuous feast only to find that under the facade it's all made of bubble gum."
138,"I really liked the first two movies of this trilogy and so I was thrilled to bits at the opportunity to watch Dark Knight Rises when it appeared on my TV screen.But oh! How I was disappointed! This is one of the most frustrating let downs of a movie I've seen in a long time.Batman, far from street-fighting criminals from the off, spends long chunks of the movie first moping about his manor, then getting holed up in an underground prison. I think these episodes are supposed to show some kind of character development but they are just insufferably dull.Then there are the half-hearted introductions of Catwoman (half- hearted because they seem too embarrassed to allow this character to fully develop and end up portraying Anne Hathaway as a kind of confused burglar that dresses in black) and Robin.Thank goodness there's a decent bad guy or this movie would be an unmitigated disaster. Tom Hardy as Bane is a tour de force, a twisted, exaggerated, mad villain in the best traditions of all batman reproductions. He is so good that in the end it seems laughable that batman finally defeats him.Not great although just about watchable because of Bane. A let down."
139,"We've all seen Batman. We all know Batman. While many people would use different terms to describe him, we all know who Batman is, how he acts, what he does. We've seen him played by plenty of actors such as Michael Keaton, Val Kilmer, George Clooney and, my personal favorite, Kevin Conroy, and all of them have left a mark on the character for better or for worst. Then, there's Christian Bale. Don't get me wrong here, Bale's a great actor, but he just... he... can't... play... Batman. At all. As Bruce Wayne, he's great. As Batman, he's... a goof. My point is Batman in this movie is an idiot. Don't act like he isn't. He's a doofus. He sucks at his job. He gets his butt kicked, falls for every possible trap and (minor spoiler here) trusts Catwoman on her word. That is the absolute least Batman-y thing to do. Ever. And for the record, does every person in Gotham City know Batman's secret identity?! AND HIS VOICE SUCKS. COULD NO ONE ON THE SET JUST STOP HIM AND TELL HIM ""F*cking rre-- seriously?"" BEFORE HE MADE THREE WHOLE FILMS TALKING LIKE AN IDIOT?!With the Bat-rant out of the way, TDKR. I enjoyed the other two films (The Dark Knight was great, if not a bit overrated, but it was the best live action Batman film) but this one just... felt lazy. Yeah. It was a lazy film. The overall plot is terrible. It has holes so big you could drive the whole cast of the Transformers films through it (Bane's entire plan, alongside how he takes care of Batman makes no sense, sending the whole police down the drain, Batman's escape, the city surviving the bomb, etc.). Tom Hardy is a good actor, but he was terrible in this role. How do you take him seriously?! HOW?! He's hilarious! He was also nothing like the comics (minor complaint, I know). And Talia? Talia Al Ghul got f*cked sideways. Batman's equal, huh? Leader of the League of Assassins? Interesting character? Maybe a cool love relationship? Nah, let's just make her a whatever evil villain and make her have sex with Batman. Sure. Anne Hathaway looks WAY too young to play Catwoman. She's not that bad, I guess, but she didn't really fit the role. The movie moves at a snail's pace. I know it's Nolan, but Jesus. 30 minutes of Batman. In a three hour long film. It drags like a car with no back wheels.And as a last ""Screw you"" to the fans, Nolan casted Joseph Gordon Levitt as Notrobin so that he can tease the fans with Robin and then call him Robin. Like he's shaking the keys in front of your face. The movie isn't terrible, it's somewhat competent, certainly not the worst Batman film ever, but it is overrated. Way too much. Let's hope the next one get's it better."
140,"Batman Begins was a nearly perfect origin story, The Dark Knight is among the best sequels ever, and probably the finest comic book film ever made.. the third entry however is almost like everybody was ""well let's just be done with this trilogy, people will love it anyway!"" and most people actually did.. But the truth is this is full of plotholes or just lazy writing, dumb moments and worst of all wasted potential! This could have been so good, the premise is great, the talent behind it(both behind and in front of the camera) is phenomenal and yet for every good, cool or awesome thing in this, there are twice as many irritating, stupid and downright counter-productive moments that tear down important points the first two movies established. The villains plan from the first movie for Gotham doesn't make any sense anymore.. the whole point of the end of the second movie loses it's meaning.. the ending is absolutely atrocious and goes against the character of Batman and also is cringeworthy as hell.. This whole movie is a mess!"
141,"Been an avid comic book collector since 1970. This is the dumbest plotline, admittedly from the comics, that I've ever seen. Incredibly well made with a killer soundtrack this film wants the viewer to swell with the magnitude of the splendor of the gravitas blah blah blah. And it is inherently watchable due the commitment and acting chops of the actors, especially Anne Hathaway, who could read a ancient map in a foreign language wearing that catsuit as far as I'm concerned....but...What the hell? Does C. Nolan hate Batman? Having sat threw the mewling out of breath growl voice he gave Batman for three movies...I mean, even when the persons he talks to already know his identity, we have to endure Batman being beaten, tricked repeatedly, sleep with the effin villain for God's sake, lose his fortune, see his entire city, the one under his watch, become absconded...the entire city! Lordy. Not my Batman. Some detective. What good are all the gadgets and batcave mechanics if his entire city can be kidnapped.I'm only posting this because I sat threw this flick again and I see that gaudy 8.3 rating and I still want to yell at the screen. A movie is not just the thumping heart of a soundtrack ladies and gents. No where near as good as the Dark Knight."
142,"I am reminded of Lethal Weapon 4 (hell, Part 3 was the beginning of that series) during The Dark Knight Rises. True, people grow old and weary, but these are fictional characters and that's not what I wanted to see, for Gotham's sake. Likewise, I wouldn't welcome Sean Connery's return as Bond in today's world - I want to see my ""super"" hero be just that, not one hobble from retirement and doesn't ""go back for that one final job"" cliché.Allow me to explain. In The Dark Knight Rises, many years have passed from the previous installment - although you wouldn't know it with the many flashbacks, Bruce is sequestered and all-but in a wheel chair. Naturally, someone(s) sparks life back into the ancient Wayne and back-from-retirement comes Batman.Now, stating Batman returns (again) is not a spoiler - but this is: don't get used to seeing Batman for too long. He's in barely 10% of an almost 3-hour film. This very well-crafted film with very good cinematography and deep characters - both older, established ones and new ones, is an entertaining character-driven story, but light on both action and Batman.Personally, I like my Superhero/Comic Book movies with the actual Superhero at center stage. Obviously, that wasn't the goal, and so be it. It was entertaining for the other aspects.Bane (a barely understandable and muffled Tom Hardy) enters the realms of Gotham with a mission - and bang while burglar Selina Kyle (a delicious Anne Hathaway) steals various items for (no spoiler, but for very, very weak) reasons of her own. After countless conflicts with practically dozens of character pairs, Gotham is under siege and it's up to a broken man to ""learn to pick himself up"" again and save the day.(I really didn't want to give away the majority of the story or spoil any more - but in a nutshell, that's the gist.)While the movie isn't terrible, or bad by most reasons, it's filled with plot holes, pacing issues and a grand minimum of 40+ minutes could have been cut easily. That all said, it's worth a viewing and it was a nice conclusion to the Dark Knight trilogy. Also, I loved Joseph Gordon-Levitt and Anne Hathaway and their characters.Suggestions for the inevitable reboot: MORE BATMAN. Oh, and keep a great story with great performances, definitely, but fit MORE BATMAN in there, please. Please."
143,"'Batman' series and in general the super-hero movies are supposed to be popular entertainment. Their 'literary sources' if they can be named so are in the comics books enjoyed by the kids and teenagers of the 30s and 40s which grew older and did not really know to much other literature, and then passed the same taste for direct action, plots that many time passed the border of the credible and 'deux-ex-machina' solutions of the story involving in most cases the super-heroes with their super-powers. After a first generation of movies building the premises of their success from the visual effects that tried to equate the thrills on the printed paper later productions emphasized other aspects of the story - like the romantic aspects (the 'Lois and Clark' TV series that I enjoyed greatly) or the growing pains of the hero on his path to become a reluctant superhero.Comes now this Nolan adaptation. I must say that I greatly admire Nolan for much of his early work, but my feeling was that in the New Batman series he simply failed. The million of dollars invested in special effects or in paying the superb cast (or I should say the cast of superb actors) are mostly lost in a story that grew too much became too complicated. I loved some of the early work of Nolan, movies like 'Memento' or 'Insomnia' with true characters faced with credible dilemmas in real life. Even in the later more sophisticated (and more expensive) movies like the Prestige or Inception his characters have their own truth despite the twist and a-reality of the stories. Here there are two many characters some of which are redundant with other, and the story becomes too complicated with no real reason (it can be easily told in 5 sentences and 50 words, but the film lasts close to three hours).Christian Bay, Gary Oldman, Morgan Freeman, Michael Caine (where does his character hide for most of the film?), Marion Cotillard, Ann Hathaway, and the splendid Joseph Gordon Lewitt are all fine talents. Christopher Nolan is a fine director. The film they made? - not fine and even not fun."
144,"He's getting too old for this sh*t. Apparently.I am reminded of Lethal Weapon 4 (hell, Part 3 was the beginning of that series) during The Dark Knight Rises. True, people grow old and weary, but these are fictional characters and that's not what I wanted to see, for Gotham's sake. Likewise, I wouldn't welcome Sean Connery's return as Bond in today's world – I want to see my ""super"" hero be just that, not one hobble from retirement and doesn't ""go back for that one final job"" cliché.Allow me to explain. In The Dark Knight Rises, many years have passed from the previous installment – although you wouldn't know it with the many flashbacks, Bruce is sequestered and all-but in a wheel chair. Naturally, someone(s) sparks life back into the ancient Wayne and back-from-retirement comes Batman.Now, stating Batman returns (again) is not a spoiler – but this is: don't get used to seeing Batman for too long. He's in barely 10% of an almost 3-hour film. This very well-crafted film with very good cinematography and deep characters – both older, established ones and new ones, is an entertaining character-driven story, but light on both action and Batman.Personally, I like my Superhero/Comic Book movies with the actual Superhero at center stage. Obviously, that wasn't the goal, and so be it. It was entertaining for the other aspects.Bane (a barely understandable and muffled Tom Hardy) enters the realms of Gotham with a mission – and bang while burglar Selina Kyle (a delicious Anne Hathaway) steals various items for (no spoiler, but for very, very weak) reasons of her own. After countless conflicts with practically dozens of character pairs, Gotham is under siege and it's up to a broken man to ""learn to pick himself up"" again and save the day.(I really didn't want to give away the majority of the story or spoil any more – but in a nutshell, that's the gist.)While the movie isn't terrible, or bad by most reasons, it's filled with plot holes, pacing issues and a grand minimum of 40+ minutes could have been cut easily. That all said, it's worth a viewing and it was a nice conclusion to the Dark Knight trilogy. Also, I loved Joseph Gordon-Levitt and Anne Hathaway and their characters.Suggestions for the inevitable reboot: MORE BATMAN. Oh, and keep a great story with great performances, definitely, but fit MORE BATMAN in there, please. Please."
145,"The Dark Knight Rises. The most anticipated film of the decade so far, and the finisher to an epic trilogy. Only perfection will do, it seems. Unfortunately, perfection is something that has arguably never been achieved in film, so asking that of Nolan may be a bit much. What should be asked of Nolan, however, is cohesion. And it is this which drags the film from an intelligent and deep thriller down to an average summer blockbuster. The lack of cohesion manifests itself in each element of the film, as sporadic directing hampers an ambitious story. When dealing with a story of this scale, intimacy is the key balance that must be applied; but intimacy is hard to find. We are given stacks of characters with their own branching stories, but none of them feel particularly fulfilled. Bane's history is lightly explored, and a dire lack of information is regards to Selina Kyle brings down what is otherwise a respectable performance from Anne Hathaway.Our titular hero is also handled bizarrely, being followed religiously by the story at the beginning of the film, only to be lost in a sea of scenarios by the second half.The reason the Dark Knight was so compelling was that it was focused - The Joker and Batman were polar opposites, and flowed seamlessly along the story line. But with Rises, the lines are blurred; as characters swap sides and back-stab with seemingly no reason or motive. Such flippant and fickle disregard can only be tolerated by the audience for so long.Overall, the film is a mixed bag of jarring ideas and contrived messages; but when stripped to it's core, it's an exciting and menacing spectacle. It's just a shame that its predecessor's integrity wasn't kept intact."
146,I can't understand the high rating this film gets on here. Not a poor film but a very average film. The narrative jumps all over the place with some very poor dialogue. The plot is so easy to predict. Michael Cane an actor I usually rate is a bit over corny as the butler! After the last film what a let down. The main bad guy is quite good and puts in a good menacing performance. Don't believe the hype! Hollywood are you creatively bankrupt?? It's a case of nothing new. Great action shots though. The special effects are good as to be expected with such a large budget. I've got to say this film could of been a whole lot better. It just seems to try and cram in too many individual stories around the main narrative.
147,"'Batman Begins' was a symbol of identity. 'The Dark Knight' was a symbol of hope. The Dark Knight Rises is a symbol of liberation. To release one's self from the shackles of our own imprisonment. Providing deliverance to the civilians of Gotham City, oppressed by both the disappearance of Batman and Bane's arrival, a physically intimidating terrorist. Gotham is thriving from the exploitations of a lie. A fabrication. The Dent Act. Eradicating organised crime and sentencing those criminals to life imprisonment within the walls of Blackgate Penitentiary. Batman, as the caped crusader, may not be wanted anymore. Yet he lives on, manifesting his iconography into the souls who witnessed his arresting power.Nolan's conclusive act in his rebooted trilogy serves as a reflection on America's political, economical and social structures. However, it's just not a very good mirror. It's cracked. Damaged by the success of its legendary predecessor that meshed realism with superhero shenanigans perfectly.Right, where to begin? The Dark Knight Rises is over two and half hours long. There is so much plot stuffed into that runtime, that the feature itself becomes plot and only plot. Essentially, it's all plot. Nearly every single line of dialogue from the Nolans' screenplay alludes to a plot mechanic, sub-plot, plot structure or foreshadowed plot point, resulting in minimal characterisation throughout. For example, after the events of 'The Dark Knight', Bruce Wayne becomes a recluse in his own lavish mansion. For eight years, he did nothing. Selina Kyle prowls the corridors one night, stealing pearls from a seemingly ""uncrackable safe"", and all of a sudden he shifts back into the Batsuit ready to take on Bane. The only genuine development between that transition is when Alfred endearingly confronts Master Wayne about burning Rachel's letter. That's it. In fact, throughout the entire feature, that precise scene is the only authentic moment where two characters interacted without having to further the plot. Another example? ""Hotshot"" John Blake becomes conveniently promoted to detective, just because Gordon believes he represents the idealism that the Commissioner once held, and somehow deduces Wayne's secret identity. Why? Well it's so that Wayne returns as Batman, Blake investigates Bane's implausibly merciless plan and to build up Blake's real identity right at the end of the film. There are no organic conversations between these two righteous individuals, inevitably forcing them to be mere objects for a narrative derived from a multitude of plots. This vacuous aura that envelops Gotham and its residents consequently produces an incredibly inconsistent pace.The initial plane siege over Uzbekistan, powered by Zimmer's monumental score, exemplified Nolan's insistence for practical effects and categorically commenced the blockbuster with excitement. Bane's introduction was memorable, with CIA agents building him up to be the most imposing terrorist ever, and cemented a visceral style for the character. Then, for the next hour, nothing happens. Plot thickening agents for Tate's fusion reactor project, corporate rival Daggett whom is funding Bane and his mercenaries, attacking Gotham Stock Exchange to bankrupt Wayne Enterprises. That's not even a third of the sub-plots! Fast forward to a brawl between Batman and Bane, acting as a test of physical strength, and the adrenaline ramps up again. Only to then rapidly diminish minutes later when Wayne is thrown into an underground prison and must endure Gotham's reckoning as Bane traps the entire police force within tunnels after exploding half of the island. Well, you get the idea. All these plots, all these strands of franchise building/closing, are haphazardly edited together by Smith. One scene includes Batman, then cuts to Kyle, then Bane, then Daggett, then Fox, then Tate, then Blake, then Gordon and then back to Batman. Nolan, simply put, cannot juggle all of these characters and plots coherently. Some, admittedly, are more interesting than others.Then we get to the conclusive act, which turns an unbalanced yet tonally somber feature into an absolute mess. Terribly executed character reveals, a complete loss of real-time, the worst death sequence to ever grace our screens and resolving a hundred million sub-plots in the space of twenty minutes. The snowy second brawl between Batman and Bane was clunky, with a fighting style that was obviously choreographed instead of inhibiting natural fluidity. The inadequacy of certain early demises essentially destroyed the thin character development that preceded, again, likening individuals to plot devices. And the essential buildup to anarchy never really resolved itself.The harshness of my critiquing is at the forefront due to the excellence this trilogy has previously provided. Make no mistake, there are meritorious attributes to The Dark Knight Rises. Hardy's body-language exuded a menacing demeanour. Bale, as Wayne, builds himself up stoically and with subtle complexions. Hathaway certainly looked the part as Catwoman, exercising her typically nice persona with a ""bad girl"" attitude. Zimmer's score, as always, delivers in the bass department, turning the most menial scenes into epic tapestries. Pfister's cinematography, especially the IMAX sequences, were beautifully shot and saturated colours enhanced the suppressed environment of Gotham.Objectively speaking, The Dark Knight Rises is a technically astute blockbuster. Narratively though? Not in the slightest. It's a mess. Borderline boring. A case of too many ingredients unable to simmer in a broth of explosive potential. Nolan completes his renowned trilogy in a dissatisfying conclusion that, unfortunately, many will not admit to being mediocre. Marking this feature as Nolan's weakest film to date, in what is a stellar filmography."
148,"I just finished seeing this movie or the second time. It is difficult to find something I liked about this movie and I am a fan o Batman and this kind of movies in general. I've seen hundreds of action movies, from 50's to today.Previous batman movies were closer to the hero. This one shows a broken batman who does not want to be batman. Suddenly he decides he wants to save the city. His loyal servant abandons him when he decides to save the city. Everything is different than the batman we know and love. This one is definitely the worst batman movie ever. Cristian Bale the worst batman. Michael Keaton was far better for the role. I didn't enjoy this movie at all. I saw it only because it was a batman movie. Too much talking and little real batman action."
