page,section_title,text
The Dark Knight,Summary,"The Dark Knight is a 2008 superhero film directed by Christopher Nolan from a screenplay co-written with his brother Jonathan. Based on the DC Comics superhero Batman, it is the sequel to Batman Begins (2005) and the second installment in The Dark Knight trilogy. The plot follows the vigilante Batman, police lieutenant James Gordon, and district attorney Harvey Dent, who form an alliance to dismantle organized crime in Gotham City. Their efforts are derailed by the Joker, an anarchistic mastermind who seeks to test how far Batman will go to save the city from chaos. The ensemble cast includes Christian Bale, Michael Caine, Heath Ledger, Gary Oldman, Aaron Eckhart, Maggie Gyllenhaal, and Morgan Freeman.
Warner Bros. Pictures prioritized a sequel following the successful reinvention of the Batman film series with Batman Begins. Christopher and Batman Begins co-writer David S. Goyer developed the story elements, making Dent the central protagonist caught up in the battle between Batman and the Joker. In writing the screenplay, the Nolans were influenced by 1980s Batman comics and crime drama films, and sought to continue Batman Begins' heightened sense of realism. From April to November 2007, filming took place with a $185 million budget in Chicago and Hong Kong, and on sets in England. The Dark Knight was the first major motion picture to be filmed with high-resolution IMAX cameras. Christopher avoided using computer-generated imagery unless necessary, insisting on practical stunts such as flipping an 18-wheel truck and blowing up a factory.
The Dark Knight was marketed with an innovative interactive viral campaign that initially focused on countering criticism of Ledger's casting by those who believed he was a poor choice to portray the Joker. Ledger died from an accidental prescription drug overdose in January 2008, leading to widespread interest from the press and public regarding his performance. When it was released in July, The Dark Knight received acclaim for its mature tone and themes, visual style, and performances—particularly that of Ledger, who received many posthumous awards including Academy, BAFTA, and Golden Globe awards for Best Supporting Actor, making The Dark Knight the first comic-book film to receive major industry awards. It broke several box-office records and became the highest-grossing 2008 film, the fourth-highest-grossing film to that time, and the highest-grossing superhero film.
Since its release, The Dark Knight has been assessed as one of the greatest superhero films ever, one of the best movies of the 2000s, and one of the best films ever made. It is considered the ""blueprint"" for many modern superhero films, particularly for its rejection of a typical comic-book movie style in favor of a crime film that features comic-book characters. Many filmmakers sought to repeat its success by emulating its gritty, realistic tone to varying degrees of success. The Dark Knight has been analyzed for its themes of terrorism and the limitations of morality and ethics. The United States Library of Congress selected it for preservation in the National Film Registry in 2020. A sequel, The Dark Knight Rises, concluded The Dark Knight trilogy in 2012."
Inception,Plot,"Cobb and Arthur are ""extractors"" who perform corporate espionage using experimental dream-sharing technology to infiltrate their targets' subconscious and extract information. Their latest target, Saito, is impressed with Cobb's ability to layer multiple dreams within each other. He offers to hire Cobb for the ostensibly impossible job of implanting an idea into a person's subconscious; performing ""inception"" on Robert Fischer, the son of Saito's competitor Maurice Fischer, with the idea to dissolve his father's company. In return, Saito promises to clear Cobb's criminal status, allowing him to return home to his children.
Cobb accepts the offer and assembles his team: a forger named Eames, a chemist named Yusuf, and a college student named Ariadne. Ariadne is tasked with designing the dream's architecture, something Cobb himself cannot do for fear of being sabotaged by his mind's projection of his late wife, Mal. Maurice Fischer dies, and the team sedates Robert Fischer into a three-layer shared dream on an airplane to America bought by Saito. Time on each layer runs slower than the layer above, with one member staying behind on each to perform a music-synchronized ""kick"" (using the French song ""Non, je ne regrette rien"") to awaken dreamers on all three levels simultaneously.
The team abducts Robert in a city on the first level, but his trained subconscious projections attack them. After Saito is wounded, Cobb reveals that while dying in the dream would usually awaken dreamers, Yusuf's sedatives will instead send them into ""Limbo"": a world of infinite subconscious. Eames impersonates Robert's godfather, Peter Browning, to introduce the idea of an alternate will to dissolve the company.
Cobb tells Ariadne that he and Mal entered Limbo while experimenting with dream-sharing, experiencing fifty years in one night due to the time dilation with reality. After waking up, Mal still believed she was dreaming. Attempting to ""wake up,"" she committed suicide and framed Cobb to force him to do the same. Cobb fled the U.S., leaving his children behind.
Yusuf drives the team around the first level as they are sedated into the second level, a hotel dreamed by Arthur. Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious.
In the third level, the team infiltrates an alpine fortress with a projection of Maurice inside, where the inception itself can be performed. However, Yusuf performs his kick too soon by driving off a bridge, forcing Arthur and Eames to improvise a new set of kicks synchronized with them hitting the water by rigging an elevator and the fortress, respectively, with explosives. Mal then appears and kills Robert before he can be subjected to the inception, and he and Saito are lost in Limbo, forcing Cobb and Ariadne to rescue them in time for Robert's inception and Eames's kick. Cobb reveals that during their time in Limbo, Mal refused to return to reality, so Cobb performed inception on her to convince her, which led to her belief that the real world was still a dream world. Cobb makes peace with his part in causing Mal's death. Ariadne kills Mal's projection and wakes Robert up with a kick.
Revived into the third level, he discovers the planted idea: his dying father telling him to create something for himself. While Cobb searches for Saito in Limbo, the others ride the synced kicks back to reality. Cobb finds an aged Saito and reminds him of their agreement. The dreamers all awaken on the plane, and Saito makes a phone call. Arriving in Los Angeles, Cobb passes the immigration checkpoint, and his father-in-law accompanies him to his home. Cobb uses Mal's ""totem"" – a top that spins indefinitely in a dream – to test if he is indeed in the real world, but he chooses not to observe the result and instead joins his children."
Inception,Cast,"Leonardo DiCaprio as Dom Cobb, a professional thief who specializes in conning secrets from his victims by infiltrating their dreams. DiCaprio was the first actor to be cast in the film. Both Brad Pitt and Will Smith were offered the role, according to The Hollywood Reporter. Cobb's role is compared to ""the haunted widower in a Gothic romance"".
Ken Watanabe as Saito, a Japanese businessman who employs Cobb for the team's mission. Nolan wrote the role with Watanabe in mind, as he wanted to work with him again after Batman Begins.: 10  Inception is Watanabe's first work in a contemporary setting where his primary language is English. Watanabe tried to emphasize a different characteristic of Saito in every dream level: ""First chapter in my castle, I pick up some hidden feelings of the cycle. It's magical, powerful and then the first dream. And back to the second chapter, in the old hotel, I pick up [being] sharp and more calm and smart and it's a little bit [of a] different process to make up the character of any movie"".
Joseph Gordon-Levitt as Arthur, Cobb's partner who manages and researches the missions. Gordon-Levitt compared Arthur to the producer of Cobb's art, ""the one saying, 'Okay, you have your vision; now I'm going to figure out how to make all the nuts and bolts work so you can do your thing'"".: 7  The actor did all but one of his stunt scenes and said the preparation ""was a challenge and it would have to be for it to look real"". James Franco was in talks with Christopher Nolan to play Arthur, but was ultimately unavailable due to scheduling conflicts.
Marion Cotillard as Mal, Cobb's deceased wife. She is a manifestation of Cobb's guilt about the real cause of Mal's suicide. He is unable to control these projections of her, challenging his abilities as an extractor. Nolan described Mal as ""the essence of the femme fatale,"" and DiCaprio praised Cotillard's performance, saying that ""she can be strong and vulnerable and hopeful and heartbreaking all in the same moment, which was perfect for all the contradictions of her character"".
Elliot Page as Ariadne, a graduate student of architecture who is recruited to construct the various dreamscapes, which are described as mazes. The name Ariadne alludes to a princess of Greek myth, daughter of King Minos, who aided the hero Theseus by giving him a sword and a ball of string to help him navigate the labyrinth which was the prison of the Minotaur. Nolan said that Page was chosen for being a ""perfect combination of freshness and savvy and maturity beyond [his] years"".: 8  Page said their character acts as a proxy to the audience, as ""she's just learning about these ideas and, in essence, assists the audience in learning about dream sharing"".
Tom Hardy as Eames, a sharp-tongued associate of Cobb. He is referred to as a fence but his specialty is forgery, more accurately identity theft. Eames uses his ability to impersonate others inside the dream world in order to manipulate Fischer. Hardy described his character as ""an old, Graham Greene-type diplomat; sort of faded, shabby, grandeur—the old Shakespeare lovey mixed with somebody from Her Majesty's Special Forces"", who wears ""campy, old money"" costumes.
Cillian Murphy as Robert Fischer, the heir to a business empire and the team's target.: 10  Murphy said Fischer was portrayed as ""a petulant child who's in need of a lot of attention from his father, he has everything he could ever want materially, but he's deeply lacking emotionally"". The actor also researched the sons of Rupert Murdoch, ""to add to that the idea of living in the shadow of someone so immensely powerful"".
Tom Berenger as Peter Browning, Robert Fischer's godfather and fellow executive at the Fischers' company. Berenger said Browning acts as a ""surrogate father"" to Fischer, who calls the character ""Uncle Peter"", and emphasized that ""Browning has been with [Robert] his whole life and has probably spent more quality time with him than his own father"".: 11 
Michael Caine as Stephen Miles, Cobb's mentor and father-in-law,: 11  and Ariadne's college professor who recommends her to the team.
Dileep Rao as Yusuf. Rao describes Yusuf as ""an avant-garde pharmacologist, who is a resource for people, like Cobb, who want to do this work unsupervised, unregistered and unapproved of by anyone"". Co-producer Jordan Goldberg said the role of the chemist was ""particularly tough because you don't want him to seem like some kind of drug dealer"", and that Rao was cast for being ""funny, interesting and obviously smart"".: 11 
Lukas Haas as Nash, an architect in Cobb's employment who betrays the team and is later replaced by Ariadne.
Talulah Riley as a woman, credited as ""Blonde"", whom Eames disguises himself as in a dream. Riley liked the role, despite it being minimal: ""I get to wear a nice dress, pick up men in bars, and shove them in elevators. It was good to do something adultish. Usually I play 15-year-old English schoolgirls.""
Pete Postlethwaite as Maurice Fischer, Robert Fischer's father and the dying founder of a business empire."
Inception,Music,"The score for Inception was written by Hans Zimmer, who described his work as ""a very electronic, dense score"", filled with ""nostalgia and sadness"" to match Cobb's feelings throughout the film. The music was written simultaneously to filming, and features a guitar sound reminiscent of Ennio Morricone, played by Johnny Marr, former guitarist of the Smiths.
Édith Piaf's ""Non, je ne regrette rien"" (""No, I Regret Nothing"") appears throughout the film, used to accurately time the dreams, and Zimmer reworked pieces of the song into cues of the score.
A soundtrack album was released on July 11, 2010, by Reprise Records. The majority of the score was also included in high resolution 5.1 surround sound on the second disc of the two-disc Blu-ray release. Hans Zimmer's music was nominated for an Academy Award in the Best Original Score category in 2011, losing to Trent Reznor and Atticus Ross of The Social Network."
Inception,Accolades,"The film won many awards in technical categories, such as Academy Awards for Best Cinematography, Best Sound Editing, Best Sound Mixing, and Best Visual Effects, and the British Academy Film Awards for Best Production Design, Best Special Visual Effects and Best Sound. In most of its artistic nominations, such as Film, Director, and Screenplay at the Oscars, BAFTAs and Golden Globes, the film was defeated by The Social Network or The King's Speech. However, the film did win the two highest honors for a science fiction or fantasy film: the 2011 Bradbury Award for best dramatic production and the 2011 Hugo Award for Best Dramatic Presentation (Long Form)."
Inception,In popular culture,"Numerous pop and hip hop songs reference the film, including Common's ""Blue Sky"", N.E.R.D.'s ""Hypnotize U"", XV's ""The Kick"", Black Eyed Peas' ""Just Can't Get Enough"", Lil Wayne's ""6 Foot 7 Foot"", Jennifer Lopez's ""On the Floor"", and B.o.B's ""Strange Clouds"", while T.I. had Inception-based artwork on two of his mixtapes. An instrumental track by Joe Budden is titled ""Inception"". The animated series South Park parodies the film in the show's tenth episode of its fourteenth season, titled ""Insheeption."" The film was also an influence for Ariana Grande's video for ""No Tears Left to Cry."" ""Lawnmower Dog"", the second episode of the animated comedy show Rick and Morty, parodied the film. In an episode of The Simpsons, named ""How I Wet Your Mother"", the plot spoofs Inception with various scenes parodying moments from the film. The showrunners of the television series The Flash said its season 4 finale was inspired by Inception. In February 2020, American singer-songwriter Taylor Swift released a lyric video for her single ""The Man"", which featured visuals bearing resemblance to the film. The song also mentions DiCaprio in its lyrics.The film's title has been colloquialized as the suffix -ception, which can be jokingly appended to a noun to indicate a layering, nesting, or recursion of the thing in question."
Inception,Summary,"Inception is a 2010 science fiction  action film written and directed by Christopher Nolan, who also produced the film with Emma Thomas, his wife. The film stars Leonardo DiCaprio as a professional thief who steals information by infiltrating the subconscious of his targets. He is offered a chance to have his criminal history erased as payment for the implantation of another person's idea into a target's subconscious. The ensemble cast includes Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Elliot Page, Tom Hardy, Cillian Murphy, Tom Berenger, Dileep Rao, and Michael Caine.
After the 2002 completion of Insomnia, Nolan presented to Warner Bros. a written 80-page treatment for a horror film envisioning ""dream stealers,"" based on lucid dreaming. Deciding he needed more experience before tackling a production of this magnitude and complexity, Nolan shelved the project and instead worked on 2005's Batman Begins, 2006's The Prestige, and 2008's The Dark Knight. The treatment was revised over six months and was purchased by Warner in February 2009. Inception was filmed in six countries, beginning in Tokyo on June 19 and ending in Canada on November 22. Its official budget was $160 million, split between Warner Bros. and Legendary. Nolan's reputation and success with The Dark Knight helped secure the film's US$100 million in advertising expenditure.
Inception's premiere was held in London on July 8, 2010; it was released in both conventional and IMAX theaters beginning on July 16, 2010. Inception grossed over $837 million worldwide, becoming the fourth-highest-grossing film of 2010. Considered one of the best films of the 2010s, Inception won four Oscars (Best Cinematography, Best Sound Editing, Best Sound Mixing, Best Visual Effects) and was nominated for four more (Best Picture, Best Original Screenplay, Best Art Direction, Best Original Score) at the 83rd Academy Awards."
The Dark Knight Rises,Plot,"Bane, a former member of the League of Shadows, leads an attack on a CIA plane over Uzbekistan to abduct nuclear physicist, Dr. Leonid Pavel, and fake Pavel's death in the crash.
Meanwhile, eight years after the death of Gotham City District Attorney Harvey Dent, organized crime has been eradicated in Gotham by legislation, the Dent Act, giving expanded powers to the police. James Gordon, police commissioner, has kept Dent's killing spree a secret and allowed the blame for his crimes to fall on Batman. Bruce Wayne, still mourning the death of Rachel Dawes, has become a recluse, and Wayne Enterprises has stagnated.
Bane enlists businessman John Daggett to buy Bruce's fingerprints. Cat burglar Selina Kyle steals Bruce's prints from Wayne Manor for Daggett, but he double-crosses her, and she alerts the police, who pursue Bane and Daggett's henchmen into the sewers while Kyle flees. The henchmen capture Gordon and take him to Bane, but he escapes and is found by Officer John Blake, an orphan who has deduced Bruce's secret identity and persuades him to resume his vigilantism. Bane attacks the Gotham Stock Exchange and uses Bruce's fingerprints to verify a series of fraudulent transactions, leaving Bruce bankrupt. Batman resurfaces to pursue Bane's henchmen. Fearing Bruce will get himself killed fighting Bane, his butler, Alfred Pennyworth, resigns in the hope of saving him after admitting to burning a letter that Rachel left for him saying she was going to marry Dent. Bane expands his operations and kills Daggett while Bruce and Wayne Enterprises's new CEO, Miranda Tate, become lovers.
Kyle agrees to take Batman to Bane but instead leads him into a trap under Wayne Tower. Bane gloats that he intends to fulfill Ra's al Ghul's mission to destroy Gotham City before he brutally cripples Batman in combat. He then takes Bruce to an ancient underground prison in the Middle East, where Bruce learns that Ra's al Ghul's child was born and raised in the prison but had a protector that aided the child in escaping, thought to be impossible. Back in Gotham, Bane traps the police forces in the sewers, destroys all but one bridge surrounding the city, kills Mayor Anthony Garcia, forces Pavel to convert a fusion reactor core into a decaying neutron bomb before killing him. He exposes Dent's crimes to the city and releases the prisoners of Blackgate Penitentiary, taking over the city, and has Gotham's elite exiled and killed in proletarian kangaroo courts presided over by Jonathan Crane.
Five months later, Bruce escapes captivity and returns to Gotham. As Batman, he frees the police, and together, they clash with Bane's army in the streets. During the battle, Batman overpowers Bane, but Tate stabs Batman in the [[abdomen}}, revealing herself as Talia al Ghul, Ra's al Ghul's child. Unable to activate the bomb's detonator due to Gordon blocking the signal, Talia leaves to find the bomb. Kyle returns, killing Bane and helping Batman pursue Talia, hoping to bring the bomb back to the reactor chamber where it can be stabilized. Talia's truck crashes, but she remotely floods and destroys the reactor chamber before dying. With no way to stop the detonation, Batman, after revealing his identity to Gordon, uses his aerial craft, the Bat, to haul the bomb far over the bay, where it safely explodes.
In the aftermath, Batman is presumed dead and honored as a hero. Wayne Manor becomes an orphanage, and Bruce's estate is left to Alfred. Gordon finds the Bat Signal repaired, while Lucius Fox discovers that Bruce had fixed the Bat's malfunctioning auto-pilot. In Florence, Alfred discovers that Bruce is alive and in a relationship with Kyle, and they silently acknowledge each other before parting ways. Blake, whose legal first name is revealed as Robin, resigns from the GCPD and receives a package leading him to the Batcave."
The Dark Knight Rises,Cast,"Christian Bale as Bruce Wayne / Batman:A billionaire socialite who dedicates himself to protecting Gotham City from its criminal underworld, as a feared vigilante. Nolan has stated that, due to the eight-year gap between The Dark Knight and The Dark Knight Rises, ""he's an older Bruce Wayne; he's not in a great state."" Bale employed a martial arts discipline called the Keysi Fighting Method, now modified for Wayne's current state and Bane's style. Bale has stated that The Dark Knight Rises would be his final Batman film. Bale acknowledged that Batman is ""not a healthy individual, this is somebody that is doing good, but he's right on the verge of doing bad"". Bale clarifies that ""He doesn't want to forget [his parents' deaths]. He wants to maintain that anger he felt at that injustice"". Bale felt bittersweet about leaving the franchise, saying that it was like ""saying goodbye to an old friend.""
Michael Caine as Alfred Pennyworth:Bruce's trusted butler and confidant, who acts as a father figure to Wayne but is unable to accept Wayne's desire to revive his Batman persona, even resigning from his position to impress the seriousness of his position upon him. Christopher Nolan emphasized the emotional bond between Pennyworth and Wayne, stressing its importance in the previous films and predicting that the relationship will be strained as it never has before.
Gary Oldman as James Gordon:The Commissioner of the Gotham City Police Department, and one of the city's few honest police officers. Oldman described the character's work in cleaning up Gotham City as having left him world-weary and slightly bored, likening Gordon to a soldier who leaps at the chance to be on the front lines. His life has taken a turn for the worse since The Dark Knight; his wife has left him and taken their children, and the mayor is planning to dismiss him from his job. Gordon feels guilty over his role in covering up Harvey Dent's crimes and is prepared to resign from his position as Commissioner over it, but then senses that Gotham is about to come under threat.
Anne Hathaway as Selina Kyle / Catwoman:A professional cat burglar, grifter, and femme fatale who establishes a playful, teasing relationship with Wayne that ""takes some of the somberness away from his character"", and pursues a ""clean slate"" (a computer program rumored to be able to erase a person's criminal history) when she crosses paths with both Wayne and Batman. Hathaway auditioned not knowing what role she was being considered for. Jessica Biel was considered for the role. Hathaway described the role as being the most physically demanding she had ever played, and confessed that while she thought of herself as being fit, she had to redouble her efforts in the gym to keep up with the demands of the role. Hathaway trained extensively in martial arts for the role, and looked to Hedy Lamarr—who was the initial inspiration for the comic book character—in developing her own performance. Batman Begins and The Dark Knight writer David S. Goyer had previously ruled out in 2008 including Catwoman in a third film for having already appeared in Tim Burton's Batman Returns, portrayed by Michelle Pfeiffer.
Tom Hardy as Bane:A mysterious and physically imposing villain who was excommunicated from the League of Shadows and portrays himself as a ""liberator of pain"" and revolutionary. He is desperate to continue Ra's al Ghul's legacy by destroying Gotham. The character was chosen by Christopher Nolan because of his desire to see Batman tested on both a physical and mental level. According to costume designer Lindy Hemming, the character wears a mask that supplies him with an analgesic gas to relieve pain he suffers from an injury sustained ""early in his story"". Hardy intended to portray the character as ""more menacing"" than Robert Swenson's version of the character in Joel Schumacher's Batman & Robin and that in order to do so, his portrayal entailed creating a contradiction between his voice and body. Hardy gained 30 pounds (14 kg) for the role, increasing his weight to 200 pounds (90 kg). Hardy based Bane's voice on several influences, which include Bartley Gorman and the character's comic book heritage. Bane claims that his revolution's enemies are the rich and the corrupt, who he contends are oppressing ""the people"", when in reality this was a ruse in order to exploit the citizens of Gotham City for the League of Shadows' ultimate goal in destroying Gotham City.
Marion Cotillard as Miranda Tate / Talia al Ghul:The current CEO of Wayne Enterprises who encourages a still-grieving Bruce to rejoin society and continue his father's philanthropic works but is later revealed to be the daughter of Ra's al Ghul and Bane's accomplice. Cotillard also does her own dub-over voice in both the European and Canadian French dubs of the film.Joey King as young Talia al Ghul
Joseph Gordon-Levitt as John Blake:A young police officer whose instincts lead him to believe that there is trouble on the horizon and is promoted to detective by Gordon when the elder cop saw something of himself within the younger. Blake represents the idealism that Gordon and Bruce Wayne once held, but soon lost in their battle against crime in the city. The film reveals his legal name to be Robin John Blake, an homage to Batman's sidekick in the comics, Robin.
Morgan Freeman as Lucius Fox: The ex-CEO turned executive vice president of Wayne Enterprises, who runs the company on Wayne's behalf and serves as his armorer for the Batsuit, providing him with high-tech equipment and discreetly developing cutting-edge technology and weaponry, even as Wayne Enterprises starts losing money.
Matthew Modine as Peter Foley: Gordon's second-in-command who disdains Batman.
Ben Mendelsohn as John Daggett: A rival billionaire socialite who employs Bane in his plan to take control of Wayne Enterprises.
Burn Gorman as Philip Stryver: Daggett's assistant and senior executive vice president of Daggett Industries. Philip Stryver is named after Stryver from A Tale of Two Cities, the novel that The Dark Knight Rises directly drew influence from.
Nestor Carbonell as Anthony Garcia: Gotham City's mayor. Carbonell reprises his role from The Dark Knight.
Juno Temple as Jen: Selina Kyle's friend and accomplice.
Josh Stewart as Barsad: Bane's right-hand man.
Alon Aboutboul as Dr. Leonid Pavel: A Russian nuclear physicist who is kidnapped by Bane and the League of Shadows in order to convert a fusion reactor funded by Bruce Wayne and Miranda Tate into a weapon to be used for the destruction of Gotham City.
Aidan Gillen as Bill Wilson: A CIA operative who was tasked with extracting Pavel from Uzbekistan and tracking down Bane for terrorist activities before his appearance in Gotham City. (Bill is referred to solely as ""CIA"" in the film's dialogue; the character's name is revealed in the film's novelization.)
Brett Cullen portrays Byron Gilley, a U.S. congressman who is kidnapped by Kyle. Brett Cullen would go on to portray Thomas Wayne in the 2019 DC Comics adaptation Joker.
Chris Ellis as Father Reilly, a priest at the orphanage that Blake grew up in.
Tom Conti as Prisoner: An unnamed prisoner who serves as Bruce Wayne's caretaker in Bane's underground prison, The Pit.
Daniel Sunjata as Mark Jones, a U.S. Special Ops officer who leads a task force into Gotham to assist Gordon and the GCPD in freeing the city from Bane's rule.
Liam Neeson as Ra's al Ghul: Liam Neeson reprises his role from Batman Begins in a cameo appearance; he also appears in a brief flashback.Josh Pence as young Ra's al Ghul. He appears in scenes set thirty years before the events of Batman Begins.
Cillian Murphy as Dr. Jonathan Crane: Cillian Murphy reprises his role from Batman Begins and The Dark Knight.
India Wadsworth as the wife of Ra's al Ghul and the mother of Talia al Ghul.
John Nolan as Douglas Fredericks, a board member of Wayne Enterprises. John Nolan is Christopher Nolan's uncle and he reprises his role from Batman Begins.
William Devane as the President of the United States.Other cast members include Rob Brown, Will Estes and Desmond Harrington as police officers; Christopher Judge as one of Bane's henchmen; and Noel Gugliemi as an ex-prisoner who is in charge of exiling corrupt elites during Bane's revolution. Thomas Lennon, who had appeared as a doctor in Nolan's 2000 film Memento, again plays a doctor.
United States Senator Patrick Leahy, who had made a cameo appearance in The Dark Knight, returned in The Dark Knight Rises, as a Wayne Enterprises board member.
Several members of the Pittsburgh Steelers have cameo appearances as members of the fictional Gotham Rogues football team in the film, including Ben Roethlisberger, Hines Ward, Troy Polamalu, Willie Colon, Maurkice Pouncey, Mike Wallace, Heath Miller, Aaron Smith, Ryan Clark, James Farrior, LaMarr Woodley, and Casey Hampton, and former Steelers head coach Bill Cowher as the head coach of the Rogues. Pittsburgh mayor Luke Ravenstahl, a kicker in college, appears as the kicker for the Rogues' opponents, the Rapid City Monuments.Aaron Eckhart expressed enthusiasm in returning for a sequel if asked, although he later stated Nolan verified that his character, Harvey Dent / Two-Face, was dead, and only archive footage of Eckhart from The Dark Knight appears in the film."
The Dark Knight Rises,Music,"In an interview in October 2010, composer Hans Zimmer confirmed that he would be returning to score The Dark Knight Rises. James Newton Howard was offered to return and write the score with Zimmer as he did for Batman Begins and The Dark Knight, but he chose not to because he noted that the chemistry established between Zimmer and Nolan during the making of Inception would make him seem like a ""third wheel"". Zimmer included several cues from the earlier scores but explained that he wanted to go in a ""completely different direction"" for Bane's theme.The film features a prevalent chant of the phrase ""Deshi Basara"". In November 2011, Zimmer crowdsourced online audio recordings of the chant to be used in the film's score. When asked about the chant for clarification, Zimmer said, ""The chant became a very complicated thing because I wanted hundreds of thousands of voices, and it's not so easy to get hundreds of thousands of voices. So, we tweeted and we posted on the internet, for people who wanted to be part of it. It seemed like an interesting thing. We've created this world, over these last two movies, and somehow I think the audience and the fans have been part of this world. We do keep them in mind.""Just like Batman Begins and The Dark Knight, the film's main theme consists in just two notes repeated, representing Batman's pain and guilt. Many times is also reprised in small parts ""Molossus"", Batman's main action theme in the trilogy."
